Rok,OW NFZ,Płeć,Grupa wiekowa,Liczba pacjentów
2020,14,Mężczyzna,0-13,2068
2020,14,Mężczyzna,14-18,974
2020,14,Mężczyzna,19-25,1292
2020,14,Mężczyzna,26-39,5136
2020,14,Mężczyzna,40-54,7133
2020,14,Mężczyzna,55-69,5601
2020,14,Mężczyzna,70-84,1427
2020,14,Mężczyzna,85+,238
2020,14,Mężczyzna,BRAK,<5
2020,14,Kobieta,0-13,881
2020,14,Kobieta,14-18,1025
2020,14,Kobieta,19-25,1229
2020,14,Kobieta,26-39,4101
2020,14,Kobieta,40-54,6581
2020,14,Kobieta,55-69,7547
2020,14,Kobieta,70-84,3541
2020,14,Kobieta,85+,1004
2020,15,Mężczyzna,0-13,5645
2020,15,Mężczyzna,14-18,2932
2020,15,Mężczyzna,19-25,4053
2020,15,Mężczyzna,26-39,14471
2020,15,Mężczyzna,40-54,17413
2020,15,Mężczyzna,55-69,15004
2020,15,Mężczyzna,70-84,4231
2020,15,Mężczyzna,85+,442
2020,15,Kobieta,0-13,3192
2020,15,Kobieta,14-18,3715
2020,15,Kobieta,19-25,5211
2020,15,Kobieta,26-39,15376
2020,15,Kobieta,40-54,22999
2020,15,Kobieta,55-69,22397
2020,15,Kobieta,70-84,10523
2020,15,Kobieta,85+,1611
2020,16,Mężczyzna,0-13,1803
2020,16,Mężczyzna,14-18,1108
2020,16,Mężczyzna,19-25,1814
2020,16,Mężczyzna,26-39,6224
2020,16,Mężczyzna,40-54,7473
2020,16,Mężczyzna,55-69,5936
2020,16,Mężczyzna,70-84,2038
2020,16,Mężczyzna,85+,346
2020,16,Kobieta,0-13,820
2020,16,Kobieta,14-18,1288
2020,16,Kobieta,19-25,2054
2020,16,Kobieta,26-39,6237
2020,16,Kobieta,40-54,8519
2020,16,Kobieta,55-69,9132
2020,16,Kobieta,70-84,5016
2020,16,Kobieta,85+,1302
2020,16,Kobieta,BRAK,<5
2020,PL,Mężczyzna,0-13,59254
2020,PL,Mężczyzna,14-18,29385
2020,PL,Mężczyzna,19-25,40857
2020,PL,Mężczyzna,26-39,145171
2020,PL,Mężczyzna,40-54,183280
2020,PL,Mężczyzna,55-69,155328
2020,PL,Mężczyzna,70-84,49085
2020,PL,Mężczyzna,85+,7354
2020,PL,Mężczyzna,BRAK,50
2020,PL,Kobieta,0-13,27470
2020,PL,Kobieta,14-18,33416
2020,PL,Kobieta,19-25,48075
2020,PL,Kobieta,26-39,144027
2020,PL,Kobieta,40-54,214820
2020,PL,Kobieta,55-69,230909
2020,PL,Kobieta,70-84,119233
2020,PL,Kobieta,85+,26060
2020,PL,Kobieta,BRAK,28
2021,01,Mężczyzna,0-13,6165
2021,01,Mężczyzna,14-18,2998
2021,01,Mężczyzna,19-25,3501
2021,01,Mężczyzna,26-39,11549
2021,01,Mężczyzna,40-54,13194
2021,01,Mężczyzna,55-69,10165
2021,01,Mężczyzna,70-84,4059
2021,01,Mężczyzna,85+,728
2021,01,Mężczyzna,BRAK,<5
2021,01,Kobieta,0-13,3209
2021,01,Kobieta,14-18,4066
2021,01,Kobieta,19-25,4543
2021,01,Kobieta,26-39,11631
2021,01,Kobieta,40-54,15537
2021,01,Kobieta,55-69,16424
2021,01,Kobieta,70-84,10169
2021,01,Kobieta,85+,2773
2021,02,Mężczyzna,0-13,5033
2021,02,Mężczyzna,14-18,2575
2021,02,Mężczyzna,19-25,2791
2021,02,Mężczyzna,26-39,8750
2021,02,Mężczyzna,40-54,11114
2021,02,Mężczyzna,55-69,9485
2021,02,Mężczyzna,70-84,3387
2021,02,Mężczyzna,85+,491
2021,02,Kobieta,0-13,2657
2021,02,Kobieta,14-18,3285
2021,02,Kobieta,19-25,3436
2021,02,Kobieta,26-39,9150
2021,02,Kobieta,40-54,14748
2021,02,Kobieta,55-69,15056
2021,02,Kobieta,70-84,8396
2021,02,Kobieta,85+,1591
2021,03,Mężczyzna,0-13,4455
2021,03,Mężczyzna,14-18,1810
2021,03,Mężczyzna,19-25,2601
2021,03,Mężczyzna,26-39,8641
2021,03,Mężczyzna,40-54,11128
2021,03,Mężczyzna,55-69,9335
2021,03,Mężczyzna,70-84,2949
2021,03,Mężczyzna,85+,456
2021,03,Kobieta,0-13,2795
2021,03,Kobieta,14-18,2820
2021,03,Kobieta,19-25,3390
2021,03,Kobieta,26-39,8394
2021,03,Kobieta,40-54,12024
2021,03,Kobieta,55-69,12959
2021,03,Kobieta,70-84,7120
2021,03,Kobieta,85+,1449
2021,04,Mężczyzna,0-13,1639
2021,04,Mężczyzna,14-18,1077
2021,04,Mężczyzna,19-25,1421
2021,04,Mężczyzna,26-39,5294
2021,04,Mężczyzna,40-54,6570
2021,04,Mężczyzna,55-69,4060
2021,04,Mężczyzna,70-84,1247
2021,04,Mężczyzna,85+,199
2021,04,Mężczyzna,BRAK,<5
2021,04,Kobieta,0-13,959
2021,04,Kobieta,14-18,1437
2021,04,Kobieta,19-25,1493
2021,04,Kobieta,26-39,4505
2021,04,Kobieta,40-54,6462
2021,04,Kobieta,55-69,5848
2021,04,Kobieta,70-84,3063
2021,04,Kobieta,85+,718
2021,05,Mężczyzna,0-13,2640
2021,05,Mężczyzna,14-18,1525
2021,05,Mężczyzna,19-25,2724
2021,05,Mężczyzna,26-39,9640
2021,05,Mężczyzna,40-54,12437
2021,05,Mężczyzna,55-69,10568
2021,05,Mężczyzna,70-84,4113
2021,05,Mężczyzna,85+,624
2021,05,Kobieta,0-13,1275
2021,05,Kobieta,14-18,2175
2021,05,Kobieta,19-25,3344
2021,05,Kobieta,26-39,9415
2021,05,Kobieta,40-54,15367
2021,05,Kobieta,55-69,17490
2021,05,Kobieta,70-84,10929
2021,05,Kobieta,85+,2693
2021,06,Mężczyzna,0-13,4779
2021,06,Mężczyzna,14-18,2355
2021,06,Mężczyzna,19-25,3639
2021,06,Mężczyzna,26-39,12042
2021,06,Mężczyzna,40-54,16342
2021,06,Mężczyzna,55-69,13006
2021,06,Mężczyzna,70-84,4348
2021,06,Mężczyzna,85+,601
2021,06,Mężczyzna,BRAK,<5
2021,06,Kobieta,0-13,2700
2021,06,Kobieta,14-18,3347
2021,06,Kobieta,19-25,4985
2021,06,Kobieta,26-39,11611
2021,06,Kobieta,40-54,16536
2021,06,Kobieta,55-69,18191
2021,06,Kobieta,70-84,9868
2021,06,Kobieta,85+,2027
2021,06,Kobieta,BRAK,<5
2021,07,Mężczyzna,0-13,11885
2021,07,Mężczyzna,14-18,5030
2021,07,Mężczyzna,19-25,5889
2021,07,Mężczyzna,26-39,19716
2021,07,Mężczyzna,40-54,22507
2021,07,Mężczyzna,55-69,17089
2021,07,Mężczyzna,70-84,6519
2021,07,Mężczyzna,85+,1137
2021,07,Kobieta,0-13,6163
2021,07,Kobieta,14-18,7017
2021,07,Kobieta,19-25,7544
2021,07,Kobieta,26-39,21395
2021,07,Kobieta,40-54,28185
2021,07,Kobieta,55-69,28265
2021,07,Kobieta,70-84,16695
2021,07,Kobieta,85+,3552
2021,07,Kobieta,BRAK,<5
2021,08,Mężczyzna,0-13,1167
2021,08,Mężczyzna,14-18,653
2021,08,Mężczyzna,19-25,1059
2021,08,Mężczyzna,26-39,3915
2021,08,Mężczyzna,40-54,5109
2021,08,Mężczyzna,55-69,3783
2021,08,Mężczyzna,70-84,1447
2021,08,Mężczyzna,85+,208
2021,08,Mężczyzna,BRAK,<5
2021,08,Kobieta,0-13,571
2021,08,Kobieta,14-18,879
2021,08,Kobieta,19-25,1333
2021,08,Kobieta,26-39,3553
2021,08,Kobieta,40-54,5153
2021,08,Kobieta,55-69,5488
2021,08,Kobieta,70-84,3620
2021,08,Kobieta,85+,856
2021,08,Kobieta,BRAK,<5
2021,09,Mężczyzna,0-13,4211
2021,09,Mężczyzna,14-18,1705
2021,09,Mężczyzna,19-25,2136
2021,09,Mężczyzna,26-39,8488
2021,09,Mężczyzna,40-54,13792
2021,09,Mężczyzna,55-69,11092
2021,09,Mężczyzna,70-84,2559
2021,09,Mężczyzna,85+,293
2021,09,Kobieta,0-13,1953
2021,09,Kobieta,14-18,2000
2021,09,Kobieta,19-25,2436
2021,09,Kobieta,26-39,7226
2021,09,Kobieta,40-54,12108
2021,09,Kobieta,55-69,12255
2021,09,Kobieta,70-84,5415
2021,09,Kobieta,85+,900
2021,09,Kobieta,BRAK,<5
2021,10,Mężczyzna,0-13,2237
2021,10,Mężczyzna,14-18,1200
2021,10,Mężczyzna,19-25,1482
2021,10,Mężczyzna,26-39,5658
2021,10,Mężczyzna,40-54,6614
2021,10,Mężczyzna,55-69,5746
2021,10,Mężczyzna,70-84,2068
2021,10,Mężczyzna,85+,377
2021,10,Mężczyzna,BRAK,<5
2021,10,Kobieta,0-13,1127
2021,10,Kobieta,14-18,1520
2021,10,Kobieta,19-25,1918
2021,10,Kobieta,26-39,5103
2021,10,Kobieta,40-54,7704
2021,10,Kobieta,55-69,9078
2021,10,Kobieta,70-84,5394
2021,10,Kobieta,85+,1388
2021,10,Kobieta,BRAK,<5
2021,11,Mężczyzna,0-13,4268
2021,11,Mężczyzna,14-18,2693
2021,11,Mężczyzna,19-25,3563
2021,11,Mężczyzna,26-39,11028
2021,11,Mężczyzna,40-54,13554
2021,11,Mężczyzna,55-69,10162
2021,11,Mężczyzna,70-84,3614
2021,11,Mężczyzna,85+,567
2021,11,Mężczyzna,BRAK,26
2021,11,Kobieta,0-13,2330
2021,11,Kobieta,14-18,3639
2021,11,Kobieta,19-25,4939
2021,11,Kobieta,26-39,12619
2021,11,Kobieta,40-54,17011
2021,11,Kobieta,55-69,15425
2021,11,Kobieta,70-84,8757
2021,11,Kobieta,85+,1971
2021,11,Kobieta,BRAK,30
2021,12,Mężczyzna,0-13,6791
2021,12,Mężczyzna,14-18,3848
2021,12,Mężczyzna,19-25,5156
2021,12,Mężczyzna,26-39,17779
2021,12,Mężczyzna,40-54,21565
2021,12,Mężczyzna,55-69,16388
2021,12,Mężczyzna,70-84,5361
2021,12,Mężczyzna,85+,601
2021,12,Mężczyzna,BRAK,<5
2021,12,Kobieta,0-13,3358
2021,12,Kobieta,14-18,4991
2021,12,Kobieta,19-25,7311
2021,12,Kobieta,26-39,19065
2021,12,Kobieta,40-54,26609
2021,12,Kobieta,55-69,26711
2021,12,Kobieta,70-84,13002
2021,12,Kobieta,85+,2096
2021,12,Kobieta,BRAK,<5
2021,13,Mężczyzna,0-13,1848
2021,13,Mężczyzna,14-18,1099
2021,13,Mężczyzna,19-25,1583
2021,13,Mężczyzna,26-39,5372
2021,13,Mężczyzna,40-54,7594
2021,13,Mężczyzna,55-69,6098
2021,13,Mężczyzna,70-84,1889
2021,13,Mężczyzna,85+,282
2021,13,Kobieta,0-13,914
2021,13,Kobieta,14-18,1341
2021,13,Kobieta,19-25,1593
2021,13,Kobieta,26-39,4631
2021,13,Kobieta,40-54,7501
2021,13,Kobieta,55-69,7892
2021,13,Kobieta,70-84,4503
2021,13,Kobieta,85+,912
2021,14,Mężczyzna,0-13,2435
2021,14,Mężczyzna,14-18,1200
2021,14,Mężczyzna,19-25,1302
2021,14,Mężczyzna,26-39,5239
2021,14,Mężczyzna,40-54,7208
2021,14,Mężczyzna,55-69,5632
2021,14,Mężczyzna,70-84,1540
2021,14,Mężczyzna,85+,259
2021,14,Kobieta,0-13,1402
2021,14,Kobieta,14-18,1607
2021,14,Kobieta,19-25,1525
2021,14,Kobieta,26-39,4459
2021,14,Kobieta,40-54,6844
2021,14,Kobieta,55-69,7495
2021,14,Kobieta,70-84,3772
2021,14,Kobieta,85+,994
2021,14,Kobieta,BRAK,<5
2021,15,Mężczyzna,0-13,6148
2021,15,Mężczyzna,14-18,3178
2021,15,Mężczyzna,19-25,4365
2021,15,Mężczyzna,26-39,14633
2021,15,Mężczyzna,40-54,17873
2021,15,Mężczyzna,55-69,14093
2021,15,Mężczyzna,70-84,4437
2021,15,Mężczyzna,85+,463
2021,15,Mężczyzna,BRAK,<5
2021,15,Kobieta,0-13,3846
2021,15,Kobieta,14-18,4865
2021,15,Kobieta,19-25,5891
2021,15,Kobieta,26-39,15659
2021,15,Kobieta,40-54,23582
2021,15,Kobieta,55-69,21668
2021,15,Kobieta,70-84,10953
2021,15,Kobieta,85+,1677
2021,15,Kobieta,BRAK,<5
2021,16,Mężczyzna,0-13,2076
2021,16,Mężczyzna,14-18,1341
2021,16,Mężczyzna,19-25,1877
2021,16,Mężczyzna,26-39,6227
2021,16,Mężczyzna,40-54,7704
2021,16,Mężczyzna,55-69,5626
2021,16,Mężczyzna,70-84,2210
2021,16,Mężczyzna,85+,356
2021,16,Kobieta,0-13,1222
2021,16,Kobieta,14-18,1944
2021,16,Kobieta,19-25,2373
2021,16,Kobieta,26-39,6315
2021,16,Kobieta,40-54,8834
2021,16,Kobieta,55-69,9063
2021,16,Kobieta,70-84,5560
2021,16,Kobieta,85+,1377
2021,16,Kobieta,BRAK,<5
2021,PL,Mężczyzna,0-13,66908
2021,PL,Mężczyzna,14-18,33298
2021,PL,Mężczyzna,19-25,43423
2021,PL,Mężczyzna,26-39,148674
2021,PL,Mężczyzna,40-54,189743
2021,PL,Mężczyzna,55-69,150671
2021,PL,Mężczyzna,70-84,51507
2021,PL,Mężczyzna,85+,7619
2021,PL,Mężczyzna,BRAK,37
2021,PL,Kobieta,0-13,36071
2021,PL,Kobieta,14-18,45559
2021,PL,Kobieta,19-25,56606
2021,PL,Kobieta,26-39,152539
2021,PL,Kobieta,40-54,222179
2021,PL,Kobieta,55-69,227898
2021,PL,Kobieta,70-84,126753
2021,PL,Kobieta,85+,26918
2021,PL,Kobieta,BRAK,42
2022,01,Mężczyzna,0-13,6593
2022,01,Mężczyzna,14-18,3560
2022,01,Mężczyzna,19-25,3798
2022,01,Mężczyzna,26-39,11993
2022,01,Mężczyzna,40-54,13954
2022,01,Mężczyzna,55-69,10087
2022,01,Mężczyzna,70-84,4398
2022,01,Mężczyzna,85+,797
2022,01,Mężczyzna,BRAK,<5
2022,01,Kobieta,0-13,3566
2022,01,Kobieta,14-18,5458
2022,01,Kobieta,19-25,5402
2022,01,Kobieta,26-39,12488
2022,01,Kobieta,40-54,16620
2022,01,Kobieta,55-69,16335
2022,01,Kobieta,70-84,11137
2022,01,Kobieta,85+,2917
2022,02,Mężczyzna,0-13,5134
2022,02,Mężczyzna,14-18,2883
2022,02,Mężczyzna,19-25,2942
2022,02,Mężczyzna,26-39,8921
2022,02,Mężczyzna,40-54,11512
2022,02,Mężczyzna,55-69,9440
2022,02,Mężczyzna,70-84,3627
2022,02,Mężczyzna,85+,490
2022,02,Kobieta,0-13,2748
2022,02,Kobieta,14-18,4001
2022,02,Kobieta,19-25,3903
2022,02,Kobieta,26-39,9604
2022,02,Kobieta,40-54,15221
2022,02,Kobieta,55-69,15332
2022,02,Kobieta,70-84,9226
2022,02,Kobieta,85+,1775
2022,02,Kobieta,BRAK,<5
2022,03,Mężczyzna,0-13,4863
2022,03,Mężczyzna,14-18,2278
2022,03,Mężczyzna,19-25,2814
2022,03,Mężczyzna,26-39,8873
2022,03,Mężczyzna,40-54,11933
2022,03,Mężczyzna,55-69,9254
2022,03,Mężczyzna,70-84,3334
2022,03,Mężczyzna,85+,396
2022,03,Kobieta,0-13,3081
2022,03,Kobieta,14-18,3983
2022,03,Kobieta,19-25,4121
2022,03,Kobieta,26-39,9166
2022,03,Kobieta,40-54,13021
2022,03,Kobieta,55-69,13051
2022,03,Kobieta,70-84,7845
2022,03,Kobieta,85+,1471
2022,03,Kobieta,BRAK,<5
2022,04,Mężczyzna,0-13,2027
2022,04,Mężczyzna,14-18,1268
2022,04,Mężczyzna,19-25,1525
2022,04,Mężczyzna,26-39,5400
2022,04,Mężczyzna,40-54,7025
2022,04,Mężczyzna,55-69,4119
2022,04,Mężczyzna,70-84,1480
2022,04,Mężczyzna,85+,211
2022,04,Mężczyzna,BRAK,<5
2022,04,Kobieta,0-13,1248
2022,04,Kobieta,14-18,2032
2022,04,Kobieta,19-25,1786
2022,04,Kobieta,26-39,4890
2022,04,Kobieta,40-54,7289
2022,04,Kobieta,55-69,5944
2022,04,Kobieta,70-84,3469
2022,04,Kobieta,85+,823
2022,04,Kobieta,BRAK,<5
2022,05,Mężczyzna,0-13,2957
2022,05,Mężczyzna,14-18,1942
2022,05,Mężczyzna,19-25,2905
2022,05,Mężczyzna,26-39,9761
2022,05,Mężczyzna,40-54,12970
2022,05,Mężczyzna,55-69,10637
2022,05,Mężczyzna,70-84,4414
2022,05,Mężczyzna,85+,599
2022,05,Kobieta,0-13,1584
2022,05,Kobieta,14-18,3030
2022,05,Kobieta,19-25,3797
2022,05,Kobieta,26-39,9715
2022,05,Kobieta,40-54,16104
2022,05,Kobieta,55-69,17499
2022,05,Kobieta,70-84,11644
2022,05,Kobieta,85+,2655
2022,06,Mężczyzna,0-13,4955
2022,06,Mężczyzna,14-18,2711
2022,06,Mężczyzna,19-25,3901
2022,06,Mężczyzna,26-39,12371
2022,06,Mężczyzna,40-54,17059
2022,06,Mężczyzna,55-69,12549
2022,06,Mężczyzna,70-84,4724
2022,06,Mężczyzna,85+,572
2022,06,Mężczyzna,BRAK,<5
2022,06,Kobieta,0-13,2685
2022,06,Kobieta,14-18,4192
2022,06,Kobieta,19-25,5837
2022,06,Kobieta,26-39,12384
2022,06,Kobieta,40-54,17227
2022,06,Kobieta,55-69,17928
2022,06,Kobieta,70-84,10629
2022,06,Kobieta,85+,2063
2022,06,Kobieta,BRAK,<5
2022,07,Mężczyzna,0-13,12674
2022,07,Mężczyzna,14-18,6033
2022,07,Mężczyzna,19-25,6430
2022,07,Mężczyzna,26-39,20694
2022,07,Mężczyzna,40-54,24340
2022,07,Mężczyzna,55-69,17271
2022,07,Mężczyzna,70-84,7054
2022,07,Mężczyzna,85+,1104
2022,07,Mężczyzna,BRAK,<5
2022,07,Kobieta,0-13,7089
2022,07,Kobieta,14-18,9211
2022,07,Kobieta,19-25,8602
2022,07,Kobieta,26-39,22293
2022,07,Kobieta,40-54,30377
2022,07,Kobieta,55-69,28194
2022,07,Kobieta,70-84,17704
2022,07,Kobieta,85+,3600
2022,07,Kobieta,BRAK,<5
2022,08,Mężczyzna,0-13,1267
2022,08,Mężczyzna,14-18,786
2022,08,Mężczyzna,19-25,1090
2022,08,Mężczyzna,26-39,4016
2022,08,Mężczyzna,40-54,5480
2022,08,Mężczyzna,55-69,3888
2022,08,Mężczyzna,70-84,1590
2022,08,Mężczyzna,85+,237
2022,08,Kobieta,0-13,624
2022,08,Kobieta,14-18,1134
2022,08,Kobieta,19-25,1438
2022,08,Kobieta,26-39,3680
2022,08,Kobieta,40-54,5463
2022,08,Kobieta,55-69,5509
2022,08,Kobieta,70-84,3898
2022,08,Kobieta,85+,946
2022,09,Mężczyzna,0-13,4368
2022,09,Mężczyzna,14-18,2037
2022,09,Mężczyzna,19-25,2248
2022,09,Mężczyzna,26-39,8752
2022,09,Mężczyzna,40-54,14275
2022,09,Mężczyzna,55-69,11097
2022,09,Mężczyzna,70-84,2765
2022,09,Mężczyzna,85+,314
2022,09,Kobieta,0-13,2011
2022,09,Kobieta,14-18,2525
2022,09,Kobieta,19-25,2724
2022,09,Kobieta,26-39,7403
2022,09,Kobieta,40-54,12544
2022,09,Kobieta,55-69,12311
2022,09,Kobieta,70-84,5856
2022,09,Kobieta,85+,959
2022,09,Kobieta,BRAK,<5
2022,10,Mężczyzna,0-13,2414
2022,10,Mężczyzna,14-18,1234
2022,10,Mężczyzna,19-25,1540
2022,10,Mężczyzna,26-39,5899
2022,10,Mężczyzna,40-54,7056
2022,10,Mężczyzna,55-69,5835
2022,10,Mężczyzna,70-84,2170
2022,10,Mężczyzna,85+,369
2022,10,Kobieta,0-13,1211
2022,10,Kobieta,14-18,1839
2022,10,Kobieta,19-25,2163
2022,10,Kobieta,26-39,5309
2022,10,Kobieta,40-54,8125
2022,10,Kobieta,55-69,9202
2022,10,Kobieta,70-84,5674
2022,10,Kobieta,85+,1396
2022,11,Mężczyzna,0-13,4482
2022,11,Mężczyzna,14-18,3082
2022,11,Mężczyzna,19-25,3652
2022,11,Mężczyzna,26-39,10828
2022,11,Mężczyzna,40-54,13965
2022,11,Mężczyzna,55-69,10225
2022,11,Mężczyzna,70-84,4067
2022,11,Mężczyzna,85+,567
2022,11,Mężczyzna,BRAK,12
2022,11,Kobieta,0-13,2717
2022,11,Kobieta,14-18,4770
2022,11,Kobieta,19-25,5392
2022,11,Kobieta,26-39,12706
2022,11,Kobieta,40-54,17865
2022,11,Kobieta,55-69,15394
2022,11,Kobieta,70-84,9485
2022,11,Kobieta,85+,2104
2022,11,Kobieta,BRAK,9
2022,12,Mężczyzna,0-13,6934
2022,12,Mężczyzna,14-18,4454
2022,12,Mężczyzna,19-25,5434
2022,12,Mężczyzna,26-39,17977
2022,12,Mężczyzna,40-54,22688
2022,12,Mężczyzna,55-69,16430
2022,12,Mężczyzna,70-84,5543
2022,12,Mężczyzna,85+,605
2022,12,Mężczyzna,BRAK,<5
2022,12,Kobieta,0-13,3973
2022,12,Kobieta,14-18,6440
2022,12,Kobieta,19-25,7952
2022,12,Kobieta,26-39,19596
2022,12,Kobieta,40-54,27965
2022,12,Kobieta,55-69,26696
2022,12,Kobieta,70-84,13778
2022,12,Kobieta,85+,2089
2022,12,Kobieta,BRAK,<5
2022,13,Mężczyzna,0-13,2053
2022,13,Mężczyzna,14-18,1260
2022,13,Mężczyzna,19-25,1614
2022,13,Mężczyzna,26-39,5445
2022,13,Mężczyzna,40-54,7882
2022,13,Mężczyzna,55-69,6081
2022,13,Mężczyzna,70-84,2017
2022,13,Mężczyzna,85+,273
2022,13,Kobieta,0-13,1072
2022,13,Kobieta,14-18,1773
2022,13,Kobieta,19-25,1769
2022,13,Kobieta,26-39,4712
2022,13,Kobieta,40-54,7747
2022,13,Kobieta,55-69,7839
2022,13,Kobieta,70-84,4901
2022,13,Kobieta,85+,933
2022,14,Mężczyzna,0-13,2514
2022,14,Mężczyzna,14-18,1464
2022,14,Mężczyzna,19-25,1411
2022,14,Mężczyzna,26-39,5333
2022,14,Mężczyzna,40-54,7540
2022,14,Mężczyzna,55-69,5568
2022,14,Mężczyzna,70-84,1688
2022,14,Mężczyzna,85+,280
2022,14,Mężczyzna,BRAK,<5
2022,14,Kobieta,0-13,1557
2022,14,Kobieta,14-18,2268
2022,14,Kobieta,19-25,1695
2022,14,Kobieta,26-39,4593
2022,14,Kobieta,40-54,7274
2022,14,Kobieta,55-69,7539
2022,14,Kobieta,70-84,4108
2022,14,Kobieta,85+,1054
2022,14,Kobieta,BRAK,<5
2022,15,Mężczyzna,0-13,6396
2022,15,Mężczyzna,14-18,3583
2022,15,Mężczyzna,19-25,4570
2022,15,Mężczyzna,26-39,14757
2022,15,Mężczyzna,40-54,18517
2022,15,Mężczyzna,55-69,13842
2022,15,Mężczyzna,70-84,4745
2022,15,Mężczyzna,85+,471
2022,15,Mężczyzna,BRAK,<5
2022,15,Kobieta,0-13,4165
2022,15,Kobieta,14-18,6190
2022,15,Kobieta,19-25,6322
2022,15,Kobieta,26-39,16026
2022,15,Kobieta,40-54,24346
2022,15,Kobieta,55-69,21587
2022,15,Kobieta,70-84,11662
2022,15,Kobieta,85+,1736
2022,15,Kobieta,BRAK,<5
2022,16,Mężczyzna,0-13,2384
2022,16,Mężczyzna,14-18,1572
2022,16,Mężczyzna,19-25,2011
2022,16,Mężczyzna,26-39,6354
2022,16,Mężczyzna,40-54,8262
2022,16,Mężczyzna,55-69,5714
2022,16,Mężczyzna,70-84,2510
2022,16,Mężczyzna,85+,332
2022,16,Mężczyzna,BRAK,<5
2022,16,Kobieta,0-13,1357
2022,16,Kobieta,14-18,2638
2022,16,Kobieta,19-25,2730
2022,16,Kobieta,26-39,6667
2022,16,Kobieta,40-54,9570
2022,16,Kobieta,55-69,8970
2022,16,Kobieta,70-84,6083
2022,16,Kobieta,85+,1384
2022,PL,Mężczyzna,0-13,71212
2022,PL,Mężczyzna,14-18,39038
2022,PL,Mężczyzna,19-25,46100
2022,PL,Mężczyzna,26-39,151894
2022,PL,Mężczyzna,40-54,199474
2022,PL,Mężczyzna,55-69,150288
2022,PL,Mężczyzna,70-84,55840
2022,PL,Mężczyzna,85+,7589
2022,PL,Mężczyzna,BRAK,25
2022,PL,Kobieta,0-13,40225
2022,PL,Kobieta,14-18,59642
2022,PL,Kobieta,19-25,64013
2022,PL,Kobieta,26-39,158921
2022,PL,Kobieta,40-54,234417
2022,PL,Kobieta,55-69,227850
2022,PL,Kobieta,70-84,136566
2022,PL,Kobieta,85+,27835
2022,PL,Kobieta,BRAK,19
2023,01,Mężczyzna,0-13,4623
2023,01,Mężczyzna,14-18,2926
2023,01,Mężczyzna,19-25,2626
2023,01,Mężczyzna,26-39,8317
2023,01,Mężczyzna,40-54,10741
2023,01,Mężczyzna,55-69,7607
2023,01,Mężczyzna,70-84,3731
2023,01,Mężczyzna,85+,573
2023,01,Mężczyzna,BRAK,<5
2023,01,Kobieta,0-13,2310
2023,01,Kobieta,14-18,4417
2023,01,Kobieta,19-25,4134
2023,01,Kobieta,26-39,9331
2023,01,Kobieta,40-54,13413
2023,01,Kobieta,55-69,13124
2023,01,Kobieta,70-84,9562
2023,01,Kobieta,85+,2266
2023,02,Mężczyzna,0-13,3426
2023,02,Mężczyzna,14-18,2157
2023,02,Mężczyzna,19-25,2180
2023,02,Mężczyzna,26-39,6345
2023,02,Mężczyzna,40-54,9280
2023,02,Mężczyzna,55-69,7596
2023,02,Mężczyzna,70-84,3048
2023,02,Mężczyzna,85+,390
2023,02,Mężczyzna,BRAK,<5
2023,02,Kobieta,0-13,1766
2023,02,Kobieta,14-18,2940
2023,02,Kobieta,19-25,2957
2023,02,Kobieta,26-39,7169
2023,02,Kobieta,40-54,12742
2023,02,Kobieta,55-69,12879
2023,02,Kobieta,70-84,7883
2023,02,Kobieta,85+,1422
2023,03,Mężczyzna,0-13,2838
2023,03,Mężczyzna,14-18,1726
2023,03,Mężczyzna,19-25,2082
2023,03,Mężczyzna,26-39,6281
2023,03,Mężczyzna,40-54,9281
2023,03,Mężczyzna,55-69,7209
2023,03,Mężczyzna,70-84,2754
2023,03,Mężczyzna,85+,292
2023,03,Kobieta,0-13,1676
2023,03,Kobieta,14-18,2926
2023,03,Kobieta,19-25,3175
2023,03,Kobieta,26-39,7000
2023,03,Kobieta,40-54,10442
2023,03,Kobieta,55-69,10276
2023,03,Kobieta,70-84,6343
2023,03,Kobieta,85+,1193
2023,04,Mężczyzna,0-13,1387
2023,04,Mężczyzna,14-18,986
2023,04,Mężczyzna,19-25,1059
2023,04,Mężczyzna,26-39,3643
2023,04,Mężczyzna,40-54,5272
2023,04,Mężczyzna,55-69,3089
2023,04,Mężczyzna,70-84,1177
2023,04,Mężczyzna,85+,156
2023,04,Kobieta,0-13,716
2023,04,Kobieta,14-18,1583
2023,04,Kobieta,19-25,1360
2023,04,Kobieta,26-39,3634
2023,04,Kobieta,40-54,5732
2023,04,Kobieta,55-69,4560
2023,04,Kobieta,70-84,2877
2023,04,Kobieta,85+,577
2023,04,Kobieta,BRAK,<5
2023,05,Mężczyzna,0-13,1969
2023,05,Mężczyzna,14-18,1580
2023,05,Mężczyzna,19-25,2113
2023,05,Mężczyzna,26-39,7138
2023,05,Mężczyzna,40-54,10534
2023,05,Mężczyzna,55-69,8482
2023,05,Mężczyzna,70-84,3760
2023,05,Mężczyzna,85+,451
2023,05,Kobieta,0-13,977
2023,05,Kobieta,14-18,2325
2023,05,Kobieta,19-25,2974
2023,05,Kobieta,26-39,7389
2023,05,Kobieta,40-54,13397
2023,05,Kobieta,55-69,14514
2023,05,Kobieta,70-84,9958
2023,05,Kobieta,85+,2001
2023,06,Mężczyzna,0-13,3262
