Rok,OW NFZ,Płeć,Grupa wiekowa,Liczba pacjentów
2023,06,Mężczyzna,14-18,2055
2023,06,Mężczyzna,19-25,2914
2023,06,Mężczyzna,26-39,9066
2023,06,Mężczyzna,40-54,13433
2023,06,Mężczyzna,55-69,9861
2023,06,Mężczyzna,70-84,3801
2023,06,Mężczyzna,85+,443
2023,06,Mężczyzna,BRAK,<5
2023,06,Kobieta,0-13,1637
2023,06,Kobieta,14-18,3300
2023,06,Kobieta,19-25,4751
2023,06,Kobieta,26-39,9581
2023,06,Kobieta,40-54,14255
2023,06,Kobieta,55-69,14407
2023,06,Kobieta,70-84,8877
2023,06,Kobieta,85+,1582
2023,07,Mężczyzna,0-13,8366
2023,07,Mężczyzna,14-18,4508
2023,07,Mężczyzna,19-25,4687
2023,07,Mężczyzna,26-39,14853
2023,07,Mężczyzna,40-54,19311
2023,07,Mężczyzna,55-69,13688
2023,07,Mężczyzna,70-84,5971
2023,07,Mężczyzna,85+,790
2023,07,Mężczyzna,BRAK,<5
2023,07,Kobieta,0-13,4161
2023,07,Kobieta,14-18,6790
2023,07,Kobieta,19-25,6580
2023,07,Kobieta,26-39,16603
2023,07,Kobieta,40-54,25155
2023,07,Kobieta,55-69,23288
2023,07,Kobieta,70-84,15109
2023,07,Kobieta,85+,2892
2023,07,Kobieta,BRAK,<5
2023,08,Mężczyzna,0-13,846
2023,08,Mężczyzna,14-18,534
2023,08,Mężczyzna,19-25,800
2023,08,Mężczyzna,26-39,2982
2023,08,Mężczyzna,40-54,4484
2023,08,Mężczyzna,55-69,3230
2023,08,Mężczyzna,70-84,1369
2023,08,Mężczyzna,85+,204
2023,08,Kobieta,0-13,411
2023,08,Kobieta,14-18,871
2023,08,Kobieta,19-25,1120
2023,08,Kobieta,26-39,2865
2023,08,Kobieta,40-54,4594
2023,08,Kobieta,55-69,4585
2023,08,Kobieta,70-84,3373
2023,08,Kobieta,85+,825
2023,09,Mężczyzna,0-13,3122
2023,09,Mężczyzna,14-18,1588
2023,09,Mężczyzna,19-25,1673
2023,09,Mężczyzna,26-39,6484
2023,09,Mężczyzna,40-54,12085
2023,09,Mężczyzna,55-69,9213
2023,09,Mężczyzna,70-84,2325
2023,09,Mężczyzna,85+,252
2023,09,Kobieta,0-13,1342
2023,09,Kobieta,14-18,1900
2023,09,Kobieta,19-25,2257
2023,09,Kobieta,26-39,5755
2023,09,Kobieta,40-54,10566
2023,09,Kobieta,55-69,10577
2023,09,Kobieta,70-84,5155
2023,09,Kobieta,85+,795
2023,09,Kobieta,BRAK,<5
2023,10,Mężczyzna,0-13,1588
2023,10,Mężczyzna,14-18,924
2023,10,Mężczyzna,19-25,1146
2023,10,Mężczyzna,26-39,4381
2023,10,Mężczyzna,40-54,5620
2023,10,Mężczyzna,55-69,4654
2023,10,Mężczyzna,70-84,1801
2023,10,Mężczyzna,85+,252
2023,10,Kobieta,0-13,783
2023,10,Kobieta,14-18,1519
2023,10,Kobieta,19-25,1743
2023,10,Kobieta,26-39,4250
2023,10,Kobieta,40-54,6826
2023,10,Kobieta,55-69,7781
2023,10,Kobieta,70-84,4894
2023,10,Kobieta,85+,1092
2023,11,Mężczyzna,0-13,3051
2023,11,Mężczyzna,14-18,2374
2023,11,Mężczyzna,19-25,2581
2023,11,Mężczyzna,26-39,7697
2023,11,Mężczyzna,40-54,10731
2023,11,Mężczyzna,55-69,7904
2023,11,Mężczyzna,70-84,3222
2023,11,Mężczyzna,85+,434
2023,11,Mężczyzna,BRAK,13
2023,11,Kobieta,0-13,1639
2023,11,Kobieta,14-18,3678
2023,11,Kobieta,19-25,4098
2023,11,Kobieta,26-39,9265
2023,11,Kobieta,40-54,14207
2023,11,Kobieta,55-69,12281
2023,11,Kobieta,70-84,7729
2023,11,Kobieta,85+,1607
2023,11,Kobieta,BRAK,17
2023,12,Mężczyzna,0-13,4381
2023,12,Mężczyzna,14-18,3199
2023,12,Mężczyzna,19-25,3934
2023,12,Mężczyzna,26-39,13066
2023,12,Mężczyzna,40-54,18338
2023,12,Mężczyzna,55-69,13283
2023,12,Mężczyzna,70-84,4868
2023,12,Mężczyzna,85+,490
2023,12,Kobieta,0-13,2269
2023,12,Kobieta,14-18,4742
2023,12,Kobieta,19-25,6233
2023,12,Kobieta,26-39,15211
2023,12,Kobieta,40-54,23485
2023,12,Kobieta,55-69,22706
2023,12,Kobieta,70-84,12339
2023,12,Kobieta,85+,1736
2023,13,Mężczyzna,0-13,1437
2023,13,Mężczyzna,14-18,978
2023,13,Mężczyzna,19-25,1153
2023,13,Mężczyzna,26-39,3822
2023,13,Mężczyzna,40-54,5981
2023,13,Mężczyzna,55-69,4621
2023,13,Mężczyzna,70-84,1696
2023,13,Mężczyzna,85+,206
2023,13,Kobieta,0-13,732
2023,13,Kobieta,14-18,1442
2023,13,Kobieta,19-25,1349
2023,13,Kobieta,26-39,3518
2023,13,Kobieta,40-54,6235
2023,13,Kobieta,55-69,6199
2023,13,Kobieta,70-84,4093
2023,13,Kobieta,85+,706
2023,14,Mężczyzna,0-13,1765
2023,14,Mężczyzna,14-18,1158
2023,14,Mężczyzna,19-25,938
2023,14,Mężczyzna,26-39,3715
2023,14,Mężczyzna,40-54,5894
2023,14,Mężczyzna,55-69,4307
2023,14,Mężczyzna,70-84,1431
2023,14,Mężczyzna,85+,212
2023,14,Kobieta,0-13,1042
2023,14,Kobieta,14-18,1770
2023,14,Kobieta,19-25,1263
2023,14,Kobieta,26-39,3252
2023,14,Kobieta,40-54,6013
2023,14,Kobieta,55-69,6186
2023,14,Kobieta,70-84,3487
2023,14,Kobieta,85+,726
2023,14,Kobieta,BRAK,<5
2023,15,Mężczyzna,0-13,4325
2023,15,Mężczyzna,14-18,2815
2023,15,Mężczyzna,19-25,3286
2023,15,Mężczyzna,26-39,10414
2023,15,Mężczyzna,40-54,14690
2023,15,Mężczyzna,55-69,10808
2023,15,Mężczyzna,70-84,4004
2023,15,Mężczyzna,85+,370
2023,15,Kobieta,0-13,2584
2023,15,Kobieta,14-18,4760
2023,15,Kobieta,19-25,4815
2023,15,Kobieta,26-39,12074
2023,15,Kobieta,40-54,19860
2023,15,Kobieta,55-69,17787
2023,15,Kobieta,70-84,10240
2023,15,Kobieta,85+,1392
2023,16,Mężczyzna,0-13,1508
2023,16,Mężczyzna,14-18,1145
2023,16,Mężczyzna,19-25,1381
2023,16,Mężczyzna,26-39,4318
2023,16,Mężczyzna,40-54,6431
2023,16,Mężczyzna,55-69,4431
2023,16,Mężczyzna,70-84,2016
2023,16,Mężczyzna,85+,280
2023,16,Kobieta,0-13,725
2023,16,Kobieta,14-18,1910
2023,16,Kobieta,19-25,2014
2023,16,Kobieta,26-39,4648
2023,16,Kobieta,40-54,7529
2023,16,Kobieta,55-69,7106
2023,16,Kobieta,70-84,4935
2023,16,Kobieta,85+,1028
2023,16,Kobieta,BRAK,<5
2023,PL,Mężczyzna,0-13,47572
2023,PL,Mężczyzna,14-18,30200
2023,PL,Mężczyzna,19-25,33799
2023,PL,Mężczyzna,26-39,110306
2023,PL,Mężczyzna,40-54,159843
2023,PL,Mężczyzna,55-69,119257
2023,PL,Mężczyzna,70-84,46861
2023,PL,Mężczyzna,85+,5786
2023,PL,Mężczyzna,BRAK,19
2023,PL,Kobieta,0-13,24615
2023,PL,Kobieta,14-18,46127
2023,PL,Kobieta,19-25,50109
2023,PL,Kobieta,26-39,120542
2023,PL,Kobieta,40-54,193461
2023,PL,Kobieta,55-69,187610
2023,PL,Kobieta,70-84,116634
2023,PL,Kobieta,85+,21817
2023,PL,Kobieta,BRAK,24
