"rok","mc","wojewodztwo","status_realizacji","liczba_recept"
"2021","04",ZACHODNIOPOMORSKIE,WYSTAWIONA,"126"
"2021","04",,ZREALIZOWANA,"426"
"2021","05",DOLNOŚLĄSKIE,ZREALIZOWANA,"6789"
"2021","05",DOLNOŚLĄSKIE,WYSTAWIONA,"44"
"2021","05",KUJAWSKO-POMORSKIE,ZREALIZOWANA,"1930"
"2021","05",KUJAWSKO-POMORSKIE,WYSTAWIONA,"35"
"2021","05",LUBELSKIE,ZREALIZOWANA,"6543"
"2021","05",LUBELSKIE,WYSTAWIONA,"385"
"2021","05",LUBUSKIE,ZREALIZOWANA,"2398"
"2021","05",LUBUSKIE,WYSTAWIONA,<5
"2021","05",ŁÓDZKIE,ZREALIZOWANA,"8010"
"2021","05",ŁÓDZKIE,WYSTAWIONA,"49"
"2021","05",MAŁOPOLSKIE,ZREALIZOWANA,"15115"
"2021","05",MAŁOPOLSKIE,WYSTAWIONA,"80"
"2021","05",MAZOWIECKIE,ZREALIZOWANA,"7634"
"2021","05",MAZOWIECKIE,WYSTAWIONA,"334"
"2021","05",OPOLSKIE,ZREALIZOWANA,"2645"
"2021","05",OPOLSKIE,WYSTAWIONA,"23"
"2021","05",PODKARPACKIE,ZREALIZOWANA,"4477"
"2021","05",PODKARPACKIE,WYSTAWIONA,"32"
"2021","05",PODLASKIE,ZREALIZOWANA,"3588"
"2021","05",PODLASKIE,WYSTAWIONA,"175"
"2021","05",POMORSKIE,ZREALIZOWANA,"2970"
"2021","05",POMORSKIE,WYSTAWIONA,"96"
"2021","05",ŚLĄSKIE,ZREALIZOWANA,"14206"
"2021","05",ŚLĄSKIE,WYSTAWIONA,"400"
"2021","05",ŚWIĘTOKRZYSKIE,ZREALIZOWANA,"6454"
"2021","05",ŚWIĘTOKRZYSKIE,WYSTAWIONA,"22"
"2021","05",WARMIŃSKO-MAZURSKIE,ZREALIZOWANA,"1124"
"2021","05",WARMIŃSKO-MAZURSKIE,WYSTAWIONA,"45"
"2021","05",WIELKOPOLSKIE,ZREALIZOWANA,"18733"
"2021","05",WIELKOPOLSKIE,WYSTAWIONA,"232"
"2021","05",ZACHODNIOPOMORSKIE,ZREALIZOWANA,"2813"
"2021","05",ZACHODNIOPOMORSKIE,WYSTAWIONA,"120"
"2021","05",,ZREALIZOWANA,"329"
"2021","06",DOLNOŚLĄSKIE,ZREALIZOWANA,"6996"
"2021","06",DOLNOŚLĄSKIE,WYSTAWIONA,"50"
"2021","06",KUJAWSKO-POMORSKIE,ZREALIZOWANA,"2241"
"2021","06",KUJAWSKO-POMORSKIE,WYSTAWIONA,"40"
"2021","06",LUBELSKIE,ZREALIZOWANA,"7220"
"2021","06",LUBELSKIE,WYSTAWIONA,"346"
"2021","06",LUBUSKIE,ZREALIZOWANA,"2647"
"2021","06",LUBUSKIE,WYSTAWIONA,"5"
"2021","06",ŁÓDZKIE,ZREALIZOWANA,"9046"
"2021","06",ŁÓDZKIE,WYSTAWIONA,"49"
"2021","06",MAŁOPOLSKIE,ZREALIZOWANA,"16474"
"2021","06",MAŁOPOLSKIE,WYSTAWIONA,"98"
"2021","06",MAZOWIECKIE,ZREALIZOWANA,"8492"
"2021","06",MAZOWIECKIE,WYSTAWIONA,"339"
"2021","06",OPOLSKIE,ZREALIZOWANA,"2518"
"2021","06",OPOLSKIE,WYSTAWIONA,"20"
"2021","06",PODKARPACKIE,ZREALIZOWANA,"4764"
"2021","06",PODKARPACKIE,WYSTAWIONA,"24"
"2021","06",PODLASKIE,ZREALIZOWANA,"3797"
"2021","06",PODLASKIE,WYSTAWIONA,"179"
"2021","06",POMORSKIE,ZREALIZOWANA,"3165"
"2021","06",POMORSKIE,WYSTAWIONA,"122"
"2021","06",ŚLĄSKIE,ZREALIZOWANA,"15812"
"2021","06",ŚLĄSKIE,WYSTAWIONA,"426"
"2021","06",ŚWIĘTOKRZYSKIE,ZREALIZOWANA,"6680"
"2021","06",ŚWIĘTOKRZYSKIE,WYSTAWIONA,"21"
"2021","06",WARMIŃSKO-MAZURSKIE,ZREALIZOWANA,"1207"
"2021","06",WARMIŃSKO-MAZURSKIE,WYSTAWIONA,"55"
"2021","06",WIELKOPOLSKIE,ZREALIZOWANA,"20892"
"2021","06",WIELKOPOLSKIE,WYSTAWIONA,"231"
"2021","06",ZACHODNIOPOMORSKIE,ZREALIZOWANA,"3071"
"2021","06",ZACHODNIOPOMORSKIE,WYSTAWIONA,"117"
"2021","06",,ZREALIZOWANA,"344"
"2021","07",DOLNOŚLĄSKIE,ZREALIZOWANA,"7261"
"2021","07",DOLNOŚLĄSKIE,WYSTAWIONA,"51"
"2021","07",KUJAWSKO-POMORSKIE,ZREALIZOWANA,"2044"
"2021","07",KUJAWSKO-POMORSKIE,WYSTAWIONA,"33"
"2021","07",LUBELSKIE,ZREALIZOWANA,"7678"
"2021","07",LUBELSKIE,WYSTAWIONA,"205"
"2021","07",LUBUSKIE,ZREALIZOWANA,"2605"
"2021","07",LUBUSKIE,WYSTAWIONA,<5
"2021","07",ŁÓDZKIE,ZREALIZOWANA,"8903"
"2021","07",ŁÓDZKIE,WYSTAWIONA,"35"
"2021","07",MAŁOPOLSKIE,ZREALIZOWANA,"16655"
"2021","07",MAŁOPOLSKIE,WYSTAWIONA,"111"
"2021","07",MAZOWIECKIE,ZREALIZOWANA,"8673"
"2021","07",MAZOWIECKIE,WYSTAWIONA,"290"
"2021","07",OPOLSKIE,ZREALIZOWANA,"2492"
"2021","07",OPOLSKIE,WYSTAWIONA,"22"
"2021","07",PODKARPACKIE,ZREALIZOWANA,"5447"
"2021","07",PODKARPACKIE,WYSTAWIONA,"37"
"2021","07",PODLASKIE,ZREALIZOWANA,"3915"
"2021","07",PODLASKIE,WYSTAWIONA,"242"
"2021","07",POMORSKIE,ZREALIZOWANA,"3361"
"2021","07",POMORSKIE,WYSTAWIONA,"77"
"2021","07",ŚLĄSKIE,ZREALIZOWANA,"15923"
"2021","07",ŚLĄSKIE,WYSTAWIONA,"390"
"2021","07",ŚWIĘTOKRZYSKIE,ZREALIZOWANA,"6477"
"2021","07",ŚWIĘTOKRZYSKIE,WYSTAWIONA,"30"
"2021","07",WARMIŃSKO-MAZURSKIE,ZREALIZOWANA,"1258"
"2021","07",WARMIŃSKO-MAZURSKIE,WYSTAWIONA,"60"
"2021","07",WIELKOPOLSKIE,ZREALIZOWANA,"21582"
"2021","07",WIELKOPOLSKIE,WYSTAWIONA,"252"
"2021","07",ZACHODNIOPOMORSKIE,ZREALIZOWANA,"3379"
"2021","07",ZACHODNIOPOMORSKIE,WYSTAWIONA,"110"
"2021","07",,ZREALIZOWANA,"365"
"2021","08",DOLNOŚLĄSKIE,ZREALIZOWANA,"7104"
"2021","08",DOLNOŚLĄSKIE,WYSTAWIONA,"68"
"2021","08",KUJAWSKO-POMORSKIE,ZREALIZOWANA,"2058"
"2021","08",KUJAWSKO-POMORSKIE,WYSTAWIONA,"51"
"2021","08",LUBELSKIE,ZREALIZOWANA,"7446"
"2021","08",LUBELSKIE,WYSTAWIONA,"210"
"2021","08",LUBUSKIE,ZREALIZOWANA,"2554"
"2021","08",LUBUSKIE,WYSTAWIONA,<5
"2021","08",ŁÓDZKIE,ZREALIZOWANA,"8791"
"2021","08",ŁÓDZKIE,WYSTAWIONA,"54"
"2021","08",MAŁOPOLSKIE,ZREALIZOWANA,"16620"
"2021","08",MAŁOPOLSKIE,WYSTAWIONA,"115"
"2021","08",MAZOWIECKIE,ZREALIZOWANA,"8632"
"2021","08",MAZOWIECKIE,WYSTAWIONA,"388"
"2021","08",OPOLSKIE,ZREALIZOWANA,"2526"
"2021","08",OPOLSKIE,WYSTAWIONA,"31"
"2021","08",PODKARPACKIE,ZREALIZOWANA,"5936"
"2021","08",PODKARPACKIE,WYSTAWIONA,"24"
"2021","08",PODLASKIE,ZREALIZOWANA,"3608"
"2021","08",PODLASKIE,WYSTAWIONA,"193"
"2021","08",POMORSKIE,ZREALIZOWANA,"3217"
"2021","08",POMORSKIE,WYSTAWIONA,"91"
"2021","08",ŚLĄSKIE,ZREALIZOWANA,"15602"
"2021","08",ŚLĄSKIE,WYSTAWIONA,"932"
"2021","08",ŚWIĘTOKRZYSKIE,ZREALIZOWANA,"6875"
"2021","08",ŚWIĘTOKRZYSKIE,WYSTAWIONA,"37"
"2021","08",WARMIŃSKO-MAZURSKIE,ZREALIZOWANA,"1261"
"2021","08",WARMIŃSKO-MAZURSKIE,WYSTAWIONA,"69"
"2021","08",WIELKOPOLSKIE,ZREALIZOWANA,"21262"
"2021","08",WIELKOPOLSKIE,WYSTAWIONA,"212"
"2021","08",ZACHODNIOPOMORSKIE,ZREALIZOWANA,"3296"
"2021","08",ZACHODNIOPOMORSKIE,WYSTAWIONA,"130"
"2021","08",,ZREALIZOWANA,"452"
"2021","09",DOLNOŚLĄSKIE,ZREALIZOWANA,"7566"
"2021","09",DOLNOŚLĄSKIE,WYSTAWIONA,"38"
"2021","09",KUJAWSKO-POMORSKIE,ZREALIZOWANA,"1992"
"2021","09",KUJAWSKO-POMORSKIE,WYSTAWIONA,"84"
"2021","09",LUBELSKIE,ZREALIZOWANA,"7484"
"2021","09",LUBELSKIE,WYSTAWIONA,"324"
"2021","09",LUBUSKIE,ZREALIZOWANA,"2623"
"2021","09",LUBUSKIE,WYSTAWIONA,"6"
"2021","09",ŁÓDZKIE,ZREALIZOWANA,"9008"
"2021","09",ŁÓDZKIE,WYSTAWIONA,"49"
"2021","09",MAŁOPOLSKIE,ZREALIZOWANA,"16497"
"2021","09",MAŁOPOLSKIE,WYSTAWIONA,"117"
"2021","09",MAZOWIECKIE,ZREALIZOWANA,"9030"
"2021","09",MAZOWIECKIE,WYSTAWIONA,"342"
"2021","09",OPOLSKIE,ZREALIZOWANA,"2618"
"2021","09",OPOLSKIE,WYSTAWIONA,"59"
"2021","09",PODKARPACKIE,ZREALIZOWANA,"5788"
"2021","09",PODKARPACKIE,WYSTAWIONA,"35"
"2021","09",PODLASKIE,ZREALIZOWANA,"3724"
"2021","09",PODLASKIE,WYSTAWIONA,"218"
"2021","09",POMORSKIE,ZREALIZOWANA,"3181"
"2021","09",POMORSKIE,WYSTAWIONA,"87"
"2021","09",ŚLĄSKIE,ZREALIZOWANA,"15765"
"2021","09",ŚLĄSKIE,WYSTAWIONA,"1453"
"2021","09",ŚWIĘTOKRZYSKIE,ZREALIZOWANA,"6882"
"2021","09",ŚWIĘTOKRZYSKIE,WYSTAWIONA,"39"
"2021","09",WARMIŃSKO-MAZURSKIE,ZREALIZOWANA,"1203"
"2021","09",WARMIŃSKO-MAZURSKIE,WYSTAWIONA,"61"
"2021","09",WIELKOPOLSKIE,ZREALIZOWANA,"21820"
"2021","09",WIELKOPOLSKIE,WYSTAWIONA,"226"
"2021","09",ZACHODNIOPOMORSKIE,ZREALIZOWANA,"3184"
"2021","09",ZACHODNIOPOMORSKIE,WYSTAWIONA,"121"
"2021","09",,ZREALIZOWANA,"473"
"2021","10",DOLNOŚLĄSKIE,ZREALIZOWANA,"7403"
"2021","10",DOLNOŚLĄSKIE,WYSTAWIONA,"54"
"2021","10",KUJAWSKO-POMORSKIE,ZREALIZOWANA,"2135"
"2021","10",KUJAWSKO-POMORSKIE,WYSTAWIONA,"57"
"2021","10",LUBELSKIE,ZREALIZOWANA,"7646"
"2021","10",LUBELSKIE,WYSTAWIONA,"380"
"2021","10",LUBUSKIE,ZREALIZOWANA,"2836"
"2021","10",LUBUSKIE,WYSTAWIONA,<5
"2021","10",ŁÓDZKIE,ZREALIZOWANA,"8959"
"2021","10",ŁÓDZKIE,WYSTAWIONA,"40"
"2021","10",MAŁOPOLSKIE,ZREALIZOWANA,"17130"
"2021","10",MAŁOPOLSKIE,WYSTAWIONA,"80"
"2021","10",MAZOWIECKIE,ZREALIZOWANA,"9303"
"2021","10",MAZOWIECKIE,WYSTAWIONA,"284"
"2021","10",OPOLSKIE,ZREALIZOWANA,"2452"
"2021","10",OPOLSKIE,WYSTAWIONA,"36"
"2021","10",PODKARPACKIE,ZREALIZOWANA,"5983"
"2021","10",PODKARPACKIE,WYSTAWIONA,"8"
"2021","10",PODLASKIE,ZREALIZOWANA,"4030"
"2021","10",PODLASKIE,WYSTAWIONA,"332"
"2021","10",POMORSKIE,ZREALIZOWANA,"3234"
"2021","10",POMORSKIE,WYSTAWIONA,"65"
"2021","10",ŚLĄSKIE,ZREALIZOWANA,"16145"
"2021","10",ŚLĄSKIE,WYSTAWIONA,"1296"
"2021","10",ŚWIĘTOKRZYSKIE,ZREALIZOWANA,"7102"
"2021","10",ŚWIĘTOKRZYSKIE,WYSTAWIONA,"22"
"2021","10",WARMIŃSKO-MAZURSKIE,ZREALIZOWANA,"1137"
"2021","10",WARMIŃSKO-MAZURSKIE,WYSTAWIONA,"59"
"2021","10",WIELKOPOLSKIE,ZREALIZOWANA,"22844"
"2021","10",WIELKOPOLSKIE,WYSTAWIONA,"243"
"2021","10",ZACHODNIOPOMORSKIE,ZREALIZOWANA,"3364"
"2021","10",ZACHODNIOPOMORSKIE,WYSTAWIONA,"99"
"2021","10",,ZREALIZOWANA,"414"
"2021","11",DOLNOŚLĄSKIE,ZREALIZOWANA,"7372"
"2021","11",DOLNOŚLĄSKIE,WYSTAWIONA,"59"
"2021","11",KUJAWSKO-POMORSKIE,ZREALIZOWANA,"2001"
"2021","11",KUJAWSKO-POMORSKIE,WYSTAWIONA,"60"
"2021","11",LUBELSKIE,ZREALIZOWANA,"7621"
"2021","11",LUBELSKIE,WYSTAWIONA,"335"
"2021","11",LUBUSKIE,ZREALIZOWANA,"2627"
"2021","11",LUBUSKIE,WYSTAWIONA,<5
"2021","11",ŁÓDZKIE,ZREALIZOWANA,"8970"
"2021","11",ŁÓDZKIE,WYSTAWIONA,"47"
"2021","11",MAŁOPOLSKIE,ZREALIZOWANA,"18518"
"2021","11",MAŁOPOLSKIE,WYSTAWIONA,"64"
"2021","11",MAZOWIECKIE,ZREALIZOWANA,"9446"
"2021","11",MAZOWIECKIE,WYSTAWIONA,"270"
"2021","11",OPOLSKIE,ZREALIZOWANA,"2665"
"2021","11",OPOLSKIE,WYSTAWIONA,"27"
"2021","11",PODKARPACKIE,ZREALIZOWANA,"5967"
"2021","11",PODKARPACKIE,WYSTAWIONA,"12"
"2021","11",PODLASKIE,ZREALIZOWANA,"4194"
"2021","11",PODLASKIE,WYSTAWIONA,"309"
"2021","11",POMORSKIE,ZREALIZOWANA,"3196"
"2021","11",POMORSKIE,WYSTAWIONA,"79"
"2021","11",ŚLĄSKIE,ZREALIZOWANA,"16243"
"2021","11",ŚLĄSKIE,WYSTAWIONA,"1316"
"2021","11",ŚWIĘTOKRZYSKIE,ZREALIZOWANA,"6710"
"2021","11",ŚWIĘTOKRZYSKIE,WYSTAWIONA,"44"
"2021","11",WARMIŃSKO-MAZURSKIE,ZREALIZOWANA,"1047"
"2021","11",WARMIŃSKO-MAZURSKIE,WYSTAWIONA,"44"
"2021","11",WIELKOPOLSKIE,ZREALIZOWANA,"22937"
"2021","11",WIELKOPOLSKIE,WYSTAWIONA,"202"
"2021","11",ZACHODNIOPOMORSKIE,ZREALIZOWANA,"3294"
"2021","11",ZACHODNIOPOMORSKIE,WYSTAWIONA,"99"
"2021","11",,ZREALIZOWANA,"462"
"2021","12",DOLNOŚLĄSKIE,ZREALIZOWANA,"8990"
"2021","12",DOLNOŚLĄSKIE,WYSTAWIONA,"54"
"2021","12",KUJAWSKO-POMORSKIE,ZREALIZOWANA,"2504"
"2021","12",KUJAWSKO-POMORSKIE,WYSTAWIONA,"72"
"2021","12",LUBELSKIE,ZREALIZOWANA,"8562"
"2021","12",LUBELSKIE,WYSTAWIONA,"369"
"2021","12",LUBUSKIE,ZREALIZOWANA,"3182"
"2021","12",LUBUSKIE,WYSTAWIONA,"5"
"2021","12",ŁÓDZKIE,ZREALIZOWANA,"10926"
"2021","12",ŁÓDZKIE,WYSTAWIONA,"58"
"2021","12",MAŁOPOLSKIE,ZREALIZOWANA,"22814"
"2021","12",MAŁOPOLSKIE,WYSTAWIONA,"116"
"2021","12",MAZOWIECKIE,ZREALIZOWANA,"11605"
"2021","12",MAZOWIECKIE,WYSTAWIONA,"460"
"2021","12",OPOLSKIE,ZREALIZOWANA,"3319"
"2021","12",OPOLSKIE,WYSTAWIONA,"34"
"2021","12",PODKARPACKIE,ZREALIZOWANA,"7086"
"2021","12",PODKARPACKIE,WYSTAWIONA,"12"
"2021","12",PODLASKIE,ZREALIZOWANA,"4581"
"2021","12",PODLASKIE,WYSTAWIONA,"269"
"2021","12",POMORSKIE,ZREALIZOWANA,"3788"
"2021","12",POMORSKIE,WYSTAWIONA,"78"
"2021","12",ŚLĄSKIE,ZREALIZOWANA,"19663"
"2021","12",ŚLĄSKIE,WYSTAWIONA,"1614"
"2021","12",ŚWIĘTOKRZYSKIE,ZREALIZOWANA,"8154"
"2021","12",ŚWIĘTOKRZYSKIE,WYSTAWIONA,"46"
"2021","12",WARMIŃSKO-MAZURSKIE,ZREALIZOWANA,"1222"
"2021","12",WARMIŃSKO-MAZURSKIE,WYSTAWIONA,"59"
"2021","12",WIELKOPOLSKIE,ZREALIZOWANA,"26737"
"2021","12",WIELKOPOLSKIE,WYSTAWIONA,"244"
"2021","12",ZACHODNIOPOMORSKIE,ZREALIZOWANA,"3734"
"2021","12",ZACHODNIOPOMORSKIE,WYSTAWIONA,"122"
"2021","12",,ZREALIZOWANA,"530"
"2022","01",DOLNOŚLĄSKIE,ZREALIZOWANA,"7093"
"2022","01",DOLNOŚLĄSKIE,WYSTAWIONA,"34"
"2022","01",KUJAWSKO-POMORSKIE,ZREALIZOWANA,"1810"
"2022","01",KUJAWSKO-POMORSKIE,WYSTAWIONA,"56"
"2022","01",LUBELSKIE,ZREALIZOWANA,"6804"
"2022","01",LUBELSKIE,WYSTAWIONA,"367"
"2022","01",LUBUSKIE,ZREALIZOWANA,"2300"
"2022","01",LUBUSKIE,WYSTAWIONA,<5
"2022","01",ŁÓDZKIE,ZREALIZOWANA,"9550"
"2022","01",ŁÓDZKIE,WYSTAWIONA,"24"
"2022","01",MAŁOPOLSKIE,ZREALIZOWANA,"17200"
"2022","01",MAŁOPOLSKIE,WYSTAWIONA,"73"
"2022","01",MAZOWIECKIE,ZREALIZOWANA,"8256"
"2022","01",MAZOWIECKIE,WYSTAWIONA,"307"
"2022","01",OPOLSKIE,ZREALIZOWANA,"2442"
"2022","01",OPOLSKIE,WYSTAWIONA,"22"
"2022","01",PODKARPACKIE,ZREALIZOWANA,"5314"
"2022","01",PODKARPACKIE,WYSTAWIONA,"22"
"2022","01",PODLASKIE,ZREALIZOWANA,"3716"
"2022","01",PODLASKIE,WYSTAWIONA,"224"
"2022","01",POMORSKIE,ZREALIZOWANA,"3078"
"2022","01",POMORSKIE,WYSTAWIONA,"85"
"2022","01",ŚLĄSKIE,ZREALIZOWANA,"14638"
"2022","01",ŚLĄSKIE,WYSTAWIONA,"1398"
"2022","01",ŚWIĘTOKRZYSKIE,ZREALIZOWANA,"6019"
"2022","01",ŚWIĘTOKRZYSKIE,WYSTAWIONA,"32"
"2022","01",WARMIŃSKO-MAZURSKIE,ZREALIZOWANA,"948"
"2022","01",WARMIŃSKO-MAZURSKIE,WYSTAWIONA,"46"
"2022","01",WIELKOPOLSKIE,ZREALIZOWANA,"21405"
"2022","01",WIELKOPOLSKIE,WYSTAWIONA,"201"
"2022","01",ZACHODNIOPOMORSKIE,ZREALIZOWANA,"3135"
"2022","01",ZACHODNIOPOMORSKIE,WYSTAWIONA,"87"
"2022","01",,ZREALIZOWANA,"438"
"2022","02",DOLNOŚLĄSKIE,ZREALIZOWANA,"6824"
"2022","02",DOLNOŚLĄSKIE,WYSTAWIONA,"39"
"2022","02",KUJAWSKO-POMORSKIE,ZREALIZOWANA,"1749"
"2022","02",KUJAWSKO-POMORSKIE,WYSTAWIONA,"28"
"2022","02",LUBELSKIE,ZREALIZOWANA,"6340"
"2022","02",LUBELSKIE,WYSTAWIONA,"305"
"2022","02",LUBUSKIE,ZREALIZOWANA,"2201"
"2022","02",LUBUSKIE,WYSTAWIONA,<5
"2022","02",ŁÓDZKIE,ZREALIZOWANA,"8988"
"2022","02",ŁÓDZKIE,WYSTAWIONA,"16"
"2022","02",MAŁOPOLSKIE,ZREALIZOWANA,"15678"
"2022","02",MAŁOPOLSKIE,WYSTAWIONA,"98"
"2022","02",MAZOWIECKIE,ZREALIZOWANA,"7920"
"2022","02",MAZOWIECKIE,WYSTAWIONA,"299"
"2022","02",OPOLSKIE,ZREALIZOWANA,"2294"
"2022","02",OPOLSKIE,WYSTAWIONA,"24"
"2022","02",PODKARPACKIE,ZREALIZOWANA,"5375"
"2022","02",PODKARPACKIE,WYSTAWIONA,"15"
"2022","02",PODLASKIE,ZREALIZOWANA,"3507"
"2022","02",PODLASKIE,WYSTAWIONA,"195"
"2022","02",POMORSKIE,ZREALIZOWANA,"2871"
"2022","02",POMORSKIE,WYSTAWIONA,"68"
"2022","02",ŚLĄSKIE,ZREALIZOWANA,"14240"
"2022","02",ŚLĄSKIE,WYSTAWIONA,"1344"
"2022","02",ŚWIĘTOKRZYSKIE,ZREALIZOWANA,"6460"
"2022","02",ŚWIĘTOKRZYSKIE,WYSTAWIONA,"30"
"2022","02",WARMIŃSKO-MAZURSKIE,ZREALIZOWANA,"946"
"2022","02",WARMIŃSKO-MAZURSKIE,WYSTAWIONA,"38"
"2022","02",WIELKOPOLSKIE,ZREALIZOWANA,"21152"
"2022","02",WIELKOPOLSKIE,WYSTAWIONA,"231"
"2022","02",ZACHODNIOPOMORSKIE,ZREALIZOWANA,"3140"
"2022","02",ZACHODNIOPOMORSKIE,WYSTAWIONA,"67"
"2022","02",,ZREALIZOWANA,"516"
"2022","03",DOLNOŚLĄSKIE,ZREALIZOWANA,"9984"
"2022","03",DOLNOŚLĄSKIE,WYSTAWIONA,"197"
"2022","03",KUJAWSKO-POMORSKIE,ZREALIZOWANA,"2429"
"2022","03",KUJAWSKO-POMORSKIE,WYSTAWIONA,"57"
"2022","03",LUBELSKIE,ZREALIZOWANA,"9776"
"2022","03",LUBELSKIE,WYSTAWIONA,"481"
"2022","03",LUBUSKIE,ZREALIZOWANA,"3610"
"2022","03",LUBUSKIE,WYSTAWIONA,"8"
"2022","03",ŁÓDZKIE,ZREALIZOWANA,"12302"
"2022","03",ŁÓDZKIE,WYSTAWIONA,"30"
"2022","03",MAŁOPOLSKIE,ZREALIZOWANA,"23541"
"2022","03",MAŁOPOLSKIE,WYSTAWIONA,"459"
"2022","03",MAZOWIECKIE,ZREALIZOWANA,"14585"
"2022","03",MAZOWIECKIE,WYSTAWIONA,"1032"
"2022","03",OPOLSKIE,ZREALIZOWANA,"3276"
"2022","03",OPOLSKIE,WYSTAWIONA,"22"
"2022","03",PODKARPACKIE,ZREALIZOWANA,"8681"
"2022","03",PODKARPACKIE,WYSTAWIONA,"61"
"2022","03",PODLASKIE,ZREALIZOWANA,"4543"
"2022","03",PODLASKIE,WYSTAWIONA,"345"
"2022","03",POMORSKIE,ZREALIZOWANA,"4039"
"2022","03",POMORSKIE,WYSTAWIONA,"144"
"2022","03",ŚLĄSKIE,ZREALIZOWANA,"19886"
"2022","03",ŚLĄSKIE,WYSTAWIONA,"1868"
"2022","03",ŚWIĘTOKRZYSKIE,ZREALIZOWANA,"8039"
"2022","03",ŚWIĘTOKRZYSKIE,WYSTAWIONA,"105"
"2022","03",WARMIŃSKO-MAZURSKIE,ZREALIZOWANA,"1436"
"2022","03",WARMIŃSKO-MAZURSKIE,WYSTAWIONA,"45"
"2022","03",WIELKOPOLSKIE,ZREALIZOWANA,"26682"
"2022","03",WIELKOPOLSKIE,WYSTAWIONA,"381"
"2022","03",ZACHODNIOPOMORSKIE,ZREALIZOWANA,"4564"
"2022","03",ZACHODNIOPOMORSKIE,WYSTAWIONA,"78"
"2022","03",,ZREALIZOWANA,"613"
"2022","04",DOLNOŚLĄSKIE,ZREALIZOWANA,"10047"
"2022","04",DOLNOŚLĄSKIE,WYSTAWIONA,"88"
"2022","04",KUJAWSKO-POMORSKIE,ZREALIZOWANA,"2303"
"2022","04",KUJAWSKO-POMORSKIE,WYSTAWIONA,"58"
"2022","04",LUBELSKIE,ZREALIZOWANA,"8028"
"2022","04",LUBELSKIE,WYSTAWIONA,"369"
"2022","04",LUBUSKIE,ZREALIZOWANA,"3419"
"2022","04",LUBUSKIE,WYSTAWIONA,<5
"2022","04",ŁÓDZKIE,ZREALIZOWANA,"11825"
"2022","04",ŁÓDZKIE,WYSTAWIONA,"13"
"2022","04",MAŁOPOLSKIE,ZREALIZOWANA,"21790"
"2022","04",MAŁOPOLSKIE,WYSTAWIONA,"149"
"2022","04",MAZOWIECKIE,ZREALIZOWANA,"11478"
"2022","04",MAZOWIECKIE,WYSTAWIONA,"373"
"2022","04",OPOLSKIE,ZREALIZOWANA,"3328"
"2022","04",OPOLSKIE,WYSTAWIONA,"20"
"2022","04",PODKARPACKIE,ZREALIZOWANA,"7346"
"2022","04",PODKARPACKIE,WYSTAWIONA,"40"
"2022","04",PODLASKIE,ZREALIZOWANA,"4649"
"2022","04",PODLASKIE,WYSTAWIONA,"124"
"2022","04",POMORSKIE,ZREALIZOWANA,"3810"
"2022","04",POMORSKIE,WYSTAWIONA,"64"
"2022","04",ŚLĄSKIE,ZREALIZOWANA,"20315"
"2022","04",ŚLĄSKIE,WYSTAWIONA,"886"
"2022","04",ŚWIĘTOKRZYSKIE,ZREALIZOWANA,"7168"
"2022","04",ŚWIĘTOKRZYSKIE,WYSTAWIONA,"90"
"2022","04",WARMIŃSKO-MAZURSKIE,ZREALIZOWANA,"1231"
"2022","04",WARMIŃSKO-MAZURSKIE,WYSTAWIONA,"44"
"2022","04",WIELKOPOLSKIE,ZREALIZOWANA,"25524"
"2022","04",WIELKOPOLSKIE,WYSTAWIONA,"173"
"2022","04",ZACHODNIOPOMORSKIE,ZREALIZOWANA,"4097"
"2022","04",ZACHODNIOPOMORSKIE,WYSTAWIONA,"38"
"2022","04",,ZREALIZOWANA,"559"
"2022","05",DOLNOŚLĄSKIE,ZREALIZOWANA,"10451"
"2022","05",DOLNOŚLĄSKIE,WYSTAWIONA,"76"
"2022","05",KUJAWSKO-POMORSKIE,ZREALIZOWANA,"2170"
"2022","05",KUJAWSKO-POMORSKIE,WYSTAWIONA,"42"
"2022","05",LUBELSKIE,ZREALIZOWANA,"7528"
"2022","05",LUBELSKIE,WYSTAWIONA,"390"
"2022","05",LUBUSKIE,ZREALIZOWANA,"2950"
"2022","05",LUBUSKIE,WYSTAWIONA,"6"
"2022","05",ŁÓDZKIE,ZREALIZOWANA,"11419"
"2022","05",ŁÓDZKIE,WYSTAWIONA,<5
"2022","05",MAŁOPOLSKIE,ZREALIZOWANA,"20306"
"2022","05",MAŁOPOLSKIE,WYSTAWIONA,"137"
"2022","05",MAZOWIECKIE,ZREALIZOWANA,"10472"
"2022","05",MAZOWIECKIE,WYSTAWIONA,"211"
"2022","05",OPOLSKIE,ZREALIZOWANA,"3195"
"2022","05",OPOLSKIE,WYSTAWIONA,"22"
"2022","05",PODKARPACKIE,ZREALIZOWANA,"7027"
"2022","05",PODKARPACKIE,WYSTAWIONA,"20"
"2022","05",PODLASKIE,ZREALIZOWANA,"4588"
"2022","05",PODLASKIE,WYSTAWIONA,"30"
"2022","05",POMORSKIE,ZREALIZOWANA,"3579"
"2022","05",POMORSKIE,WYSTAWIONA,"40"
"2022","05",ŚLĄSKIE,ZREALIZOWANA,"19455"
"2022","05",ŚLĄSKIE,WYSTAWIONA,"214"
"2022","05",ŚWIĘTOKRZYSKIE,ZREALIZOWANA,"6942"
