"rok","mc","wojewodztwo","status_realizacji","liczba_recept"
"2020","04",DOLNOŚLĄSKIE,ZREALIZOWANA,"2345"
"2020","04",DOLNOŚLĄSKIE,WYSTAWIONA,"5"
"2020","04",KUJAWSKO-POMORSKIE,ZREALIZOWANA,"676"
"2020","04",KUJAWSKO-POMORSKIE,WYSTAWIONA,<5
"2020","04",LUBELSKIE,ZREALIZOWANA,"1850"
"2020","04",LUBELSKIE,WYSTAWIONA,<5
"2020","04",LUBUSKIE,ZREALIZOWANA,"836"
"2020","04",ŁÓDZKIE,ZREALIZOWANA,"1708"
"2020","04",ŁÓDZKIE,WYSTAWIONA,"10"
"2020","04",MAŁOPOLSKIE,ZREALIZOWANA,"4832"
"2020","04",MAŁOPOLSKIE,WYSTAWIONA,"13"
"2020","04",MAZOWIECKIE,ZREALIZOWANA,"3038"
"2020","04",MAZOWIECKIE,WYSTAWIONA,"36"
"2020","04",OPOLSKIE,ZREALIZOWANA,"656"
"2020","04",OPOLSKIE,WYSTAWIONA,<5
"2020","04",PODKARPACKIE,ZREALIZOWANA,"1123"
"2020","04",PODLASKIE,ZREALIZOWANA,"1252"
"2020","04",PODLASKIE,WYSTAWIONA,"6"
"2020","04",POMORSKIE,ZREALIZOWANA,"996"
"2020","04",POMORSKIE,WYSTAWIONA,<5
"2020","04",ŚLĄSKIE,ZREALIZOWANA,"6248"
"2020","04",ŚLĄSKIE,WYSTAWIONA,"5"
"2020","04",ŚWIĘTOKRZYSKIE,ZREALIZOWANA,"1568"
"2020","04",ŚWIĘTOKRZYSKIE,WYSTAWIONA,<5
"2020","04",WARMIŃSKO-MAZURSKIE,ZREALIZOWANA,"402"
"2020","04",WIELKOPOLSKIE,ZREALIZOWANA,"7664"
"2020","04",WIELKOPOLSKIE,WYSTAWIONA,"72"
"2020","04",ZACHODNIOPOMORSKIE,ZREALIZOWANA,"1033"
"2020","04",ZACHODNIOPOMORSKIE,WYSTAWIONA,"8"
"2020","04",,ZREALIZOWANA,"298"
"2020","05",DOLNOŚLĄSKIE,ZREALIZOWANA,"4006"
"2020","05",DOLNOŚLĄSKIE,WYSTAWIONA,"45"
"2020","05",KUJAWSKO-POMORSKIE,ZREALIZOWANA,"1253"
"2020","05",KUJAWSKO-POMORSKIE,WYSTAWIONA,"64"
"2020","05",LUBELSKIE,ZREALIZOWANA,"2950"
"2020","05",LUBELSKIE,WYSTAWIONA,"11"
"2020","05",LUBUSKIE,ZREALIZOWANA,"1485"
"2020","05",LUBUSKIE,WYSTAWIONA,"6"
"2020","05",ŁÓDZKIE,ZREALIZOWANA,"3270"
"2020","05",ŁÓDZKIE,WYSTAWIONA,"25"
"2020","05",MAŁOPOLSKIE,ZREALIZOWANA,"7688"
"2020","05",MAŁOPOLSKIE,WYSTAWIONA,"158"
"2020","05",MAZOWIECKIE,ZREALIZOWANA,"5028"
"2020","05",MAZOWIECKIE,WYSTAWIONA,"277"
"2020","05",OPOLSKIE,ZREALIZOWANA,"1121"
"2020","05",OPOLSKIE,WYSTAWIONA,"31"
"2020","05",PODKARPACKIE,ZREALIZOWANA,"2057"
"2020","05",PODKARPACKIE,WYSTAWIONA,"26"
"2020","05",PODLASKIE,ZREALIZOWANA,"2228"
"2020","05",PODLASKIE,WYSTAWIONA,"15"
"2020","05",POMORSKIE,ZREALIZOWANA,"1732"
"2020","05",POMORSKIE,WYSTAWIONA,"89"
"2020","05",ŚLĄSKIE,ZREALIZOWANA,"8413"
"2020","05",ŚLĄSKIE,WYSTAWIONA,"288"
"2020","05",ŚWIĘTOKRZYSKIE,ZREALIZOWANA,"2650"
"2020","05",ŚWIĘTOKRZYSKIE,WYSTAWIONA,"34"
"2020","05",WARMIŃSKO-MAZURSKIE,ZREALIZOWANA,"558"
"2020","05",WARMIŃSKO-MAZURSKIE,WYSTAWIONA,"73"
"2020","05",WIELKOPOLSKIE,ZREALIZOWANA,"13684"
"2020","05",WIELKOPOLSKIE,WYSTAWIONA,"243"
"2020","05",ZACHODNIOPOMORSKIE,ZREALIZOWANA,"1486"
"2020","05",ZACHODNIOPOMORSKIE,WYSTAWIONA,"38"
"2020","05",,ZREALIZOWANA,"481"
"2020","06",DOLNOŚLĄSKIE,ZREALIZOWANA,"4401"
"2020","06",DOLNOŚLĄSKIE,WYSTAWIONA,"35"
"2020","06",KUJAWSKO-POMORSKIE,ZREALIZOWANA,"1254"
"2020","06",KUJAWSKO-POMORSKIE,WYSTAWIONA,"86"
"2020","06",LUBELSKIE,ZREALIZOWANA,"3430"
"2020","06",LUBELSKIE,WYSTAWIONA,"40"
"2020","06",LUBUSKIE,ZREALIZOWANA,"1983"
"2020","06",LUBUSKIE,WYSTAWIONA,"6"
"2020","06",ŁÓDZKIE,ZREALIZOWANA,"3366"
"2020","06",ŁÓDZKIE,WYSTAWIONA,"47"
"2020","06",MAŁOPOLSKIE,ZREALIZOWANA,"10733"
"2020","06",MAŁOPOLSKIE,WYSTAWIONA,"120"
"2020","06",MAZOWIECKIE,ZREALIZOWANA,"5658"
"2020","06",MAZOWIECKIE,WYSTAWIONA,"251"
"2020","06",OPOLSKIE,ZREALIZOWANA,"1468"
"2020","06",OPOLSKIE,WYSTAWIONA,"10"
"2020","06",PODKARPACKIE,ZREALIZOWANA,"2753"
"2020","06",PODKARPACKIE,WYSTAWIONA,"62"
"2020","06",PODLASKIE,ZREALIZOWANA,"2594"
"2020","06",PODLASKIE,WYSTAWIONA,"33"
"2020","06",POMORSKIE,ZREALIZOWANA,"2378"
"2020","06",POMORSKIE,WYSTAWIONA,"166"
"2020","06",ŚLĄSKIE,ZREALIZOWANA,"10383"
"2020","06",ŚLĄSKIE,WYSTAWIONA,"259"
"2020","06",ŚWIĘTOKRZYSKIE,ZREALIZOWANA,"3371"
"2020","06",ŚWIĘTOKRZYSKIE,WYSTAWIONA,"27"
"2020","06",WARMIŃSKO-MAZURSKIE,ZREALIZOWANA,"596"
"2020","06",WARMIŃSKO-MAZURSKIE,WYSTAWIONA,"63"
"2020","06",WIELKOPOLSKIE,ZREALIZOWANA,"16802"
"2020","06",WIELKOPOLSKIE,WYSTAWIONA,"226"
"2020","06",ZACHODNIOPOMORSKIE,ZREALIZOWANA,"2140"
"2020","06",ZACHODNIOPOMORSKIE,WYSTAWIONA,"110"
"2020","06",,ZREALIZOWANA,"454"
"2020","07",DOLNOŚLĄSKIE,ZREALIZOWANA,"5388"
"2020","07",DOLNOŚLĄSKIE,WYSTAWIONA,"49"
"2020","07",KUJAWSKO-POMORSKIE,ZREALIZOWANA,"1552"
"2020","07",KUJAWSKO-POMORSKIE,WYSTAWIONA,"96"
"2020","07",LUBELSKIE,ZREALIZOWANA,"3754"
"2020","07",LUBELSKIE,WYSTAWIONA,"398"
"2020","07",LUBUSKIE,ZREALIZOWANA,"2105"
"2020","07",LUBUSKIE,WYSTAWIONA,<5
"2020","07",ŁÓDZKIE,ZREALIZOWANA,"3674"
"2020","07",ŁÓDZKIE,WYSTAWIONA,"39"
"2020","07",MAŁOPOLSKIE,ZREALIZOWANA,"12157"
"2020","07",MAŁOPOLSKIE,WYSTAWIONA,"201"
"2020","07",MAZOWIECKIE,ZREALIZOWANA,"6294"
"2020","07",MAZOWIECKIE,WYSTAWIONA,"335"
"2020","07",OPOLSKIE,ZREALIZOWANA,"1660"
"2020","07",OPOLSKIE,WYSTAWIONA,"33"
"2020","07",PODKARPACKIE,ZREALIZOWANA,"3022"
"2020","07",PODKARPACKIE,WYSTAWIONA,"40"
"2020","07",PODLASKIE,ZREALIZOWANA,"2649"
"2020","07",PODLASKIE,WYSTAWIONA,"47"
"2020","07",POMORSKIE,ZREALIZOWANA,"2435"
"2020","07",POMORSKIE,WYSTAWIONA,"150"
"2020","07",ŚLĄSKIE,ZREALIZOWANA,"11290"
"2020","07",ŚLĄSKIE,WYSTAWIONA,"347"
"2020","07",ŚWIĘTOKRZYSKIE,ZREALIZOWANA,"3521"
"2020","07",ŚWIĘTOKRZYSKIE,WYSTAWIONA,"83"
"2020","07",WARMIŃSKO-MAZURSKIE,ZREALIZOWANA,"725"
"2020","07",WARMIŃSKO-MAZURSKIE,WYSTAWIONA,"51"
"2020","07",WIELKOPOLSKIE,ZREALIZOWANA,"17327"
"2020","07",WIELKOPOLSKIE,WYSTAWIONA,"274"
"2020","07",ZACHODNIOPOMORSKIE,ZREALIZOWANA,"2415"
"2020","07",ZACHODNIOPOMORSKIE,WYSTAWIONA,"66"
"2020","07",,ZREALIZOWANA,"462"
"2020","08",DOLNOŚLĄSKIE,ZREALIZOWANA,"5083"
"2020","08",DOLNOŚLĄSKIE,WYSTAWIONA,"44"
"2020","08",KUJAWSKO-POMORSKIE,ZREALIZOWANA,"1550"
"2020","08",KUJAWSKO-POMORSKIE,WYSTAWIONA,"41"
"2020","08",LUBELSKIE,ZREALIZOWANA,"3850"
"2020","08",LUBELSKIE,WYSTAWIONA,"567"
"2020","08",LUBUSKIE,ZREALIZOWANA,"2075"
"2020","08",LUBUSKIE,WYSTAWIONA,<5
"2020","08",ŁÓDZKIE,ZREALIZOWANA,"3656"
"2020","08",ŁÓDZKIE,WYSTAWIONA,"53"
"2020","08",MAŁOPOLSKIE,ZREALIZOWANA,"12467"
"2020","08",MAŁOPOLSKIE,WYSTAWIONA,"86"
"2020","08",MAZOWIECKIE,ZREALIZOWANA,"5955"
"2020","08",MAZOWIECKIE,WYSTAWIONA,"256"
"2020","08",OPOLSKIE,ZREALIZOWANA,"1792"
"2020","08",OPOLSKIE,WYSTAWIONA,"14"
"2020","08",PODKARPACKIE,ZREALIZOWANA,"2963"
"2020","08",PODKARPACKIE,WYSTAWIONA,<5
"2020","08",PODLASKIE,ZREALIZOWANA,"2381"
"2020","08",PODLASKIE,WYSTAWIONA,"108"
"2020","08",POMORSKIE,ZREALIZOWANA,"2554"
"2020","08",POMORSKIE,WYSTAWIONA,"155"
"2020","08",ŚLĄSKIE,ZREALIZOWANA,"10742"
"2020","08",ŚLĄSKIE,WYSTAWIONA,"308"
"2020","08",ŚWIĘTOKRZYSKIE,ZREALIZOWANA,"4213"
"2020","08",ŚWIĘTOKRZYSKIE,WYSTAWIONA,"73"
"2020","08",WARMIŃSKO-MAZURSKIE,ZREALIZOWANA,"819"
"2020","08",WARMIŃSKO-MAZURSKIE,WYSTAWIONA,"71"
"2020","08",WIELKOPOLSKIE,ZREALIZOWANA,"16945"
"2020","08",WIELKOPOLSKIE,WYSTAWIONA,"243"
"2020","08",ZACHODNIOPOMORSKIE,ZREALIZOWANA,"2308"
"2020","08",ZACHODNIOPOMORSKIE,WYSTAWIONA,"96"
"2020","08",,ZREALIZOWANA,"441"
"2020","09",DOLNOŚLĄSKIE,ZREALIZOWANA,"5211"
"2020","09",DOLNOŚLĄSKIE,WYSTAWIONA,"65"
"2020","09",KUJAWSKO-POMORSKIE,ZREALIZOWANA,"1664"
"2020","09",KUJAWSKO-POMORSKIE,WYSTAWIONA,"63"
"2020","09",LUBELSKIE,ZREALIZOWANA,"4382"
"2020","09",LUBELSKIE,WYSTAWIONA,"477"
"2020","09",LUBUSKIE,ZREALIZOWANA,"1979"
"2020","09",LUBUSKIE,WYSTAWIONA,<5
"2020","09",ŁÓDZKIE,ZREALIZOWANA,"3716"
"2020","09",ŁÓDZKIE,WYSTAWIONA,"43"
"2020","09",MAŁOPOLSKIE,ZREALIZOWANA,"14082"
"2020","09",MAŁOPOLSKIE,WYSTAWIONA,"94"
"2020","09",MAZOWIECKIE,ZREALIZOWANA,"6513"
"2020","09",MAZOWIECKIE,WYSTAWIONA,"401"
"2020","09",OPOLSKIE,ZREALIZOWANA,"1737"
"2020","09",OPOLSKIE,WYSTAWIONA,"17"
"2020","09",PODKARPACKIE,ZREALIZOWANA,"3194"
"2020","09",PODKARPACKIE,WYSTAWIONA,"14"
"2020","09",PODLASKIE,ZREALIZOWANA,"2627"
"2020","09",PODLASKIE,WYSTAWIONA,"71"
"2020","09",POMORSKIE,ZREALIZOWANA,"2459"
"2020","09",POMORSKIE,WYSTAWIONA,"118"
"2020","09",ŚLĄSKIE,ZREALIZOWANA,"11388"
"2020","09",ŚLĄSKIE,WYSTAWIONA,"262"
"2020","09",ŚWIĘTOKRZYSKIE,ZREALIZOWANA,"4505"
"2020","09",ŚWIĘTOKRZYSKIE,WYSTAWIONA,"60"
"2020","09",WARMIŃSKO-MAZURSKIE,ZREALIZOWANA,"879"
"2020","09",WARMIŃSKO-MAZURSKIE,WYSTAWIONA,"64"
"2020","09",WIELKOPOLSKIE,ZREALIZOWANA,"18059"
"2020","09",WIELKOPOLSKIE,WYSTAWIONA,"261"
"2020","09",ZACHODNIOPOMORSKIE,ZREALIZOWANA,"2242"
"2020","09",ZACHODNIOPOMORSKIE,WYSTAWIONA,"91"
"2020","09",,ZREALIZOWANA,"445"
"2020","10",DOLNOŚLĄSKIE,ZREALIZOWANA,"6087"
"2020","10",DOLNOŚLĄSKIE,WYSTAWIONA,"72"
"2020","10",KUJAWSKO-POMORSKIE,ZREALIZOWANA,"2004"
"2020","10",KUJAWSKO-POMORSKIE,WYSTAWIONA,"41"
"2020","10",LUBELSKIE,ZREALIZOWANA,"5057"
"2020","10",LUBELSKIE,WYSTAWIONA,"600"
"2020","10",LUBUSKIE,ZREALIZOWANA,"2510"
"2020","10",LUBUSKIE,WYSTAWIONA,"6"
"2020","10",ŁÓDZKIE,ZREALIZOWANA,"4228"
"2020","10",ŁÓDZKIE,WYSTAWIONA,"58"
"2020","10",MAŁOPOLSKIE,ZREALIZOWANA,"18103"
"2020","10",MAŁOPOLSKIE,WYSTAWIONA,"91"
"2020","10",MAZOWIECKIE,ZREALIZOWANA,"7973"
"2020","10",MAZOWIECKIE,WYSTAWIONA,"500"
"2020","10",OPOLSKIE,ZREALIZOWANA,"2424"
"2020","10",OPOLSKIE,WYSTAWIONA,"20"
"2020","10",PODKARPACKIE,ZREALIZOWANA,"4310"
"2020","10",PODKARPACKIE,WYSTAWIONA,"11"
"2020","10",PODLASKIE,ZREALIZOWANA,"3058"
"2020","10",PODLASKIE,WYSTAWIONA,"187"
"2020","10",POMORSKIE,ZREALIZOWANA,"2918"
"2020","10",POMORSKIE,WYSTAWIONA,"139"
"2020","10",ŚLĄSKIE,ZREALIZOWANA,"13283"
"2020","10",ŚLĄSKIE,WYSTAWIONA,"342"
"2020","10",ŚWIĘTOKRZYSKIE,ZREALIZOWANA,"6099"
"2020","10",ŚWIĘTOKRZYSKIE,WYSTAWIONA,"79"
"2020","10",WARMIŃSKO-MAZURSKIE,ZREALIZOWANA,"970"
"2020","10",WARMIŃSKO-MAZURSKIE,WYSTAWIONA,"69"
"2020","10",WIELKOPOLSKIE,ZREALIZOWANA,"20163"
"2020","10",WIELKOPOLSKIE,WYSTAWIONA,"236"
"2020","10",ZACHODNIOPOMORSKIE,ZREALIZOWANA,"2551"
"2020","10",ZACHODNIOPOMORSKIE,WYSTAWIONA,"111"
"2020","10",,ZREALIZOWANA,"504"
"2020","11",DOLNOŚLĄSKIE,ZREALIZOWANA,"6201"
"2020","11",DOLNOŚLĄSKIE,WYSTAWIONA,"69"
"2020","11",KUJAWSKO-POMORSKIE,ZREALIZOWANA,"1962"
"2020","11",KUJAWSKO-POMORSKIE,WYSTAWIONA,"69"
"2020","11",LUBELSKIE,ZREALIZOWANA,"5269"
"2020","11",LUBELSKIE,WYSTAWIONA,"573"
"2020","11",LUBUSKIE,ZREALIZOWANA,"2640"
"2020","11",LUBUSKIE,WYSTAWIONA,<5
"2020","11",ŁÓDZKIE,ZREALIZOWANA,"4400"
"2020","11",ŁÓDZKIE,WYSTAWIONA,"54"
"2020","11",MAŁOPOLSKIE,ZREALIZOWANA,"16584"
"2020","11",MAŁOPOLSKIE,WYSTAWIONA,"90"
"2020","11",MAZOWIECKIE,ZREALIZOWANA,"8809"
"2020","11",MAZOWIECKIE,WYSTAWIONA,"446"
"2020","11",OPOLSKIE,ZREALIZOWANA,"2513"
"2020","11",OPOLSKIE,WYSTAWIONA,"12"
"2020","11",PODKARPACKIE,ZREALIZOWANA,"4155"
"2020","11",PODKARPACKIE,WYSTAWIONA,"9"
"2020","11",PODLASKIE,ZREALIZOWANA,"3638"
"2020","11",PODLASKIE,WYSTAWIONA,"142"
"2020","11",POMORSKIE,ZREALIZOWANA,"3212"
"2020","11",POMORSKIE,WYSTAWIONA,"129"
"2020","11",ŚLĄSKIE,ZREALIZOWANA,"14321"
"2020","11",ŚLĄSKIE,WYSTAWIONA,"322"
"2020","11",ŚWIĘTOKRZYSKIE,ZREALIZOWANA,"6303"
"2020","11",ŚWIĘTOKRZYSKIE,WYSTAWIONA,"91"
"2020","11",WARMIŃSKO-MAZURSKIE,ZREALIZOWANA,"1046"
"2020","11",WARMIŃSKO-MAZURSKIE,WYSTAWIONA,"71"
"2020","11",WIELKOPOLSKIE,ZREALIZOWANA,"19468"
"2020","11",WIELKOPOLSKIE,WYSTAWIONA,"229"
"2020","11",ZACHODNIOPOMORSKIE,ZREALIZOWANA,"2588"
"2020","11",ZACHODNIOPOMORSKIE,WYSTAWIONA,"129"
"2020","11",,ZREALIZOWANA,"464"
"2020","12",DOLNOŚLĄSKIE,ZREALIZOWANA,"7054"
"2020","12",DOLNOŚLĄSKIE,WYSTAWIONA,"54"
"2020","12",KUJAWSKO-POMORSKIE,ZREALIZOWANA,"2532"
"2020","12",KUJAWSKO-POMORSKIE,WYSTAWIONA,"51"
"2020","12",LUBELSKIE,ZREALIZOWANA,"6610"
"2020","12",LUBELSKIE,WYSTAWIONA,"606"
"2020","12",LUBUSKIE,ZREALIZOWANA,"2725"
"2020","12",LUBUSKIE,WYSTAWIONA,<5
"2020","12",ŁÓDZKIE,ZREALIZOWANA,"5629"
"2020","12",ŁÓDZKIE,WYSTAWIONA,"52"
"2020","12",MAŁOPOLSKIE,ZREALIZOWANA,"18646"
"2020","12",MAŁOPOLSKIE,WYSTAWIONA,"121"
"2020","12",MAZOWIECKIE,ZREALIZOWANA,"9184"
"2020","12",MAZOWIECKIE,WYSTAWIONA,"560"
"2020","12",OPOLSKIE,ZREALIZOWANA,"2886"
"2020","12",OPOLSKIE,WYSTAWIONA,"15"
"2020","12",PODKARPACKIE,ZREALIZOWANA,"4920"
"2020","12",PODKARPACKIE,WYSTAWIONA,"5"
"2020","12",PODLASKIE,ZREALIZOWANA,"4240"
"2020","12",PODLASKIE,WYSTAWIONA,"109"
"2020","12",POMORSKIE,ZREALIZOWANA,"3446"
"2020","12",POMORSKIE,WYSTAWIONA,"130"
"2020","12",ŚLĄSKIE,ZREALIZOWANA,"16609"
"2020","12",ŚLĄSKIE,WYSTAWIONA,"313"
"2020","12",ŚWIĘTOKRZYSKIE,ZREALIZOWANA,"7153"
"2020","12",ŚWIĘTOKRZYSKIE,WYSTAWIONA,"40"
"2020","12",WARMIŃSKO-MAZURSKIE,ZREALIZOWANA,"1202"
"2020","12",WARMIŃSKO-MAZURSKIE,WYSTAWIONA,"72"
"2020","12",WIELKOPOLSKIE,ZREALIZOWANA,"22007"
"2020","12",WIELKOPOLSKIE,WYSTAWIONA,"251"
"2020","12",ZACHODNIOPOMORSKIE,ZREALIZOWANA,"3353"
"2020","12",ZACHODNIOPOMORSKIE,WYSTAWIONA,"150"
"2020","12",,ZREALIZOWANA,"528"
"2021","01",DOLNOŚLĄSKIE,ZREALIZOWANA,"5987"
"2021","01",DOLNOŚLĄSKIE,WYSTAWIONA,"31"
"2021","01",KUJAWSKO-POMORSKIE,ZREALIZOWANA,"2017"
"2021","01",KUJAWSKO-POMORSKIE,WYSTAWIONA,"25"
"2021","01",LUBELSKIE,ZREALIZOWANA,"5745"
"2021","01",LUBELSKIE,WYSTAWIONA,"440"
"2021","01",LUBUSKIE,ZREALIZOWANA,"2020"
"2021","01",LUBUSKIE,WYSTAWIONA,<5
"2021","01",ŁÓDZKIE,ZREALIZOWANA,"3976"
"2021","01",ŁÓDZKIE,WYSTAWIONA,"69"
"2021","01",MAŁOPOLSKIE,ZREALIZOWANA,"13757"
"2021","01",MAŁOPOLSKIE,WYSTAWIONA,"91"
"2021","01",MAZOWIECKIE,ZREALIZOWANA,"7224"
"2021","01",MAZOWIECKIE,WYSTAWIONA,"367"
"2021","01",OPOLSKIE,ZREALIZOWANA,"2471"
"2021","01",OPOLSKIE,WYSTAWIONA,"25"
"2021","01",PODKARPACKIE,ZREALIZOWANA,"3716"
"2021","01",PODKARPACKIE,WYSTAWIONA,"15"
"2021","01",PODLASKIE,ZREALIZOWANA,"3519"
"2021","01",PODLASKIE,WYSTAWIONA,"170"
"2021","01",POMORSKIE,ZREALIZOWANA,"2877"
"2021","01",POMORSKIE,WYSTAWIONA,"104"
"2021","01",ŚLĄSKIE,ZREALIZOWANA,"12486"
"2021","01",ŚLĄSKIE,WYSTAWIONA,"298"
"2021","01",ŚWIĘTOKRZYSKIE,ZREALIZOWANA,"5106"
"2021","01",ŚWIĘTOKRZYSKIE,WYSTAWIONA,"54"
"2021","01",WARMIŃSKO-MAZURSKIE,ZREALIZOWANA,"848"
"2021","01",WARMIŃSKO-MAZURSKIE,WYSTAWIONA,"63"
"2021","01",WIELKOPOLSKIE,ZREALIZOWANA,"17687"
"2021","01",WIELKOPOLSKIE,WYSTAWIONA,"214"
"2021","01",ZACHODNIOPOMORSKIE,ZREALIZOWANA,"2547"
"2021","01",ZACHODNIOPOMORSKIE,WYSTAWIONA,"124"
"2021","01",,ZREALIZOWANA,"399"
"2021","02",DOLNOŚLĄSKIE,ZREALIZOWANA,"5552"
"2021","02",DOLNOŚLĄSKIE,WYSTAWIONA,"32"
"2021","02",KUJAWSKO-POMORSKIE,ZREALIZOWANA,"1930"
"2021","02",KUJAWSKO-POMORSKIE,WYSTAWIONA,"47"
"2021","02",LUBELSKIE,ZREALIZOWANA,"5626"
"2021","02",LUBELSKIE,WYSTAWIONA,"385"
"2021","02",LUBUSKIE,ZREALIZOWANA,"1905"
"2021","02",ŁÓDZKIE,ZREALIZOWANA,"4049"
"2021","02",ŁÓDZKIE,WYSTAWIONA,"42"
"2021","02",MAŁOPOLSKIE,ZREALIZOWANA,"13518"
"2021","02",MAŁOPOLSKIE,WYSTAWIONA,"98"
"2021","02",MAZOWIECKIE,ZREALIZOWANA,"6780"
"2021","02",MAZOWIECKIE,WYSTAWIONA,"304"
"2021","02",OPOLSKIE,ZREALIZOWANA,"2282"
"2021","02",OPOLSKIE,WYSTAWIONA,"12"
"2021","02",PODKARPACKIE,ZREALIZOWANA,"3858"
"2021","02",PODKARPACKIE,WYSTAWIONA,"15"
"2021","02",PODLASKIE,ZREALIZOWANA,"3497"
"2021","02",PODLASKIE,WYSTAWIONA,"177"
"2021","02",POMORSKIE,ZREALIZOWANA,"2583"
"2021","02",POMORSKIE,WYSTAWIONA,"78"
"2021","02",ŚLĄSKIE,ZREALIZOWANA,"12066"
"2021","02",ŚLĄSKIE,WYSTAWIONA,"302"
"2021","02",ŚWIĘTOKRZYSKIE,ZREALIZOWANA,"5562"
"2021","02",ŚWIĘTOKRZYSKIE,WYSTAWIONA,"51"
"2021","02",WARMIŃSKO-MAZURSKIE,ZREALIZOWANA,"885"
"2021","02",WARMIŃSKO-MAZURSKIE,WYSTAWIONA,"55"
"2021","02",WIELKOPOLSKIE,ZREALIZOWANA,"16519"
"2021","02",WIELKOPOLSKIE,WYSTAWIONA,"204"
"2021","02",ZACHODNIOPOMORSKIE,ZREALIZOWANA,"2394"
"2021","02",ZACHODNIOPOMORSKIE,WYSTAWIONA,"100"
"2021","02",,ZREALIZOWANA,"362"
"2021","03",DOLNOŚLĄSKIE,ZREALIZOWANA,"6757"
"2021","03",DOLNOŚLĄSKIE,WYSTAWIONA,"36"
"2021","03",KUJAWSKO-POMORSKIE,ZREALIZOWANA,"2109"
"2021","03",KUJAWSKO-POMORSKIE,WYSTAWIONA,"64"
"2021","03",LUBELSKIE,ZREALIZOWANA,"7047"
"2021","03",LUBELSKIE,WYSTAWIONA,"397"
"2021","03",LUBUSKIE,ZREALIZOWANA,"2372"
"2021","03",LUBUSKIE,WYSTAWIONA,"5"
"2021","03",ŁÓDZKIE,ZREALIZOWANA,"4921"
"2021","03",ŁÓDZKIE,WYSTAWIONA,"37"
"2021","03",MAŁOPOLSKIE,ZREALIZOWANA,"16867"
"2021","03",MAŁOPOLSKIE,WYSTAWIONA,"95"
"2021","03",MAZOWIECKIE,ZREALIZOWANA,"8577"
"2021","03",MAZOWIECKIE,WYSTAWIONA,"441"
"2021","03",OPOLSKIE,ZREALIZOWANA,"2827"
"2021","03",OPOLSKIE,WYSTAWIONA,"17"
"2021","03",PODKARPACKIE,ZREALIZOWANA,"4973"
"2021","03",PODKARPACKIE,WYSTAWIONA,"28"
"2021","03",PODLASKIE,ZREALIZOWANA,"4294"
"2021","03",PODLASKIE,WYSTAWIONA,"190"
"2021","03",POMORSKIE,ZREALIZOWANA,"3179"
"2021","03",POMORSKIE,WYSTAWIONA,"98"
"2021","03",ŚLĄSKIE,ZREALIZOWANA,"14743"
"2021","03",ŚLĄSKIE,WYSTAWIONA,"329"
"2021","03",ŚWIĘTOKRZYSKIE,ZREALIZOWANA,"6784"
"2021","03",ŚWIĘTOKRZYSKIE,WYSTAWIONA,"22"
"2021","03",WARMIŃSKO-MAZURSKIE,ZREALIZOWANA,"1028"
"2021","03",WARMIŃSKO-MAZURSKIE,WYSTAWIONA,"44"
"2021","03",WIELKOPOLSKIE,ZREALIZOWANA,"20345"
"2021","03",WIELKOPOLSKIE,WYSTAWIONA,"249"
"2021","03",ZACHODNIOPOMORSKIE,ZREALIZOWANA,"2794"
"2021","03",ZACHODNIOPOMORSKIE,WYSTAWIONA,"131"
"2021","03",,ZREALIZOWANA,"440"
"2021","04",DOLNOŚLĄSKIE,ZREALIZOWANA,"7240"
"2021","04",DOLNOŚLĄSKIE,WYSTAWIONA,"41"
"2021","04",KUJAWSKO-POMORSKIE,ZREALIZOWANA,"2201"
"2021","04",KUJAWSKO-POMORSKIE,WYSTAWIONA,"38"
"2021","04",LUBELSKIE,ZREALIZOWANA,"7102"
"2021","04",LUBELSKIE,WYSTAWIONA,"416"
"2021","04",LUBUSKIE,ZREALIZOWANA,"2564"
"2021","04",LUBUSKIE,WYSTAWIONA,<5
"2021","04",ŁÓDZKIE,ZREALIZOWANA,"6269"
"2021","04",ŁÓDZKIE,WYSTAWIONA,"40"
"2021","04",MAŁOPOLSKIE,ZREALIZOWANA,"16284"
"2021","04",MAŁOPOLSKIE,WYSTAWIONA,"88"
"2021","04",MAZOWIECKIE,ZREALIZOWANA,"8670"
"2021","04",MAZOWIECKIE,WYSTAWIONA,"333"
"2021","04",OPOLSKIE,ZREALIZOWANA,"2797"
"2021","04",OPOLSKIE,WYSTAWIONA,"13"
"2021","04",PODKARPACKIE,ZREALIZOWANA,"5040"
"2021","04",PODKARPACKIE,WYSTAWIONA,"24"
"2021","04",PODLASKIE,ZREALIZOWANA,"4269"
"2021","04",PODLASKIE,WYSTAWIONA,"156"
"2021","04",POMORSKIE,ZREALIZOWANA,"3232"
"2021","04",POMORSKIE,WYSTAWIONA,"107"
"2021","04",ŚLĄSKIE,ZREALIZOWANA,"15416"
"2021","04",ŚLĄSKIE,WYSTAWIONA,"295"
"2021","04",ŚWIĘTOKRZYSKIE,ZREALIZOWANA,"6375"
"2021","04",ŚWIĘTOKRZYSKIE,WYSTAWIONA,"29"
"2021","04",WARMIŃSKO-MAZURSKIE,ZREALIZOWANA,"1151"
"2021","04",WARMIŃSKO-MAZURSKIE,WYSTAWIONA,"47"
"2021","04",WIELKOPOLSKIE,ZREALIZOWANA,"20479"
"2021","04",WIELKOPOLSKIE,WYSTAWIONA,"209"
"2021","04",ZACHODNIOPOMORSKIE,ZREALIZOWANA,"2905"
